author,title,journal,abstract,doi,ID,database,status,new_ID
Mennillo E and Yang X and Weber AA and Maruo Y and Verreault M and Barbier O and Chen S and Tukey RH,Intestinal UDP-Glucuronosyltransferase 1A1 and Protection against Irinotecan-Induced Toxicity in a Novel UDP-Glucuronosyltransferase 1A1 Tissue-Specific Humanized Mouse Model.,Drug metabolism and disposition: the biological fate of chemicals,"The human UDP-glucuronosyltransferases (UGTs) represent an important family of drug-metabolizing enzymes, with UGT1A1 targeting the conjugation and detoxification of many exogenous substances, including pharmaceutical drugs. In this study we generated humanized UGT1A1 mice expressing the human UGT1A1 gene in either liver (hUGT1A1(HEP) ) or intestine (hUGT1A1(GI) ), enabling experiments to examine tissue-specific properties of UGT1A1-specific glucuronidation. Hepatic and intestinal tissue-specific expression and function of UGT1A1 were demonstrated. Although the liver is considered a major organ for detoxification, intestinal UGT1A1 is an important contributor for drug clearance. Mice were challenged with irinotecan (CPT-11), a prodrug hydrolyzed by carboxylesterases to form the active metabolite 7-ethyl-10-hydroxycamptothecin (SN-38) and detoxified by UGT1A1. Humanized UGT1A1(HEP) mice that have no intestinal UGT1A1 displayed a greater lethality rate when exposed to CPT-11 than hUGT1A1(GI) mice. When exposed to a low dose of CPT-11 (10 mg/kg), hUGT1A1(HEP) mice displayed greater intestinal inflammatory (IL-1 and IL-6) insult in addition to p53-triggered apoptotic responses. In vitro studies with intestinal crypt organoids exposed to CPT-11 confirmed the results observed in vivo and indicated that CPT-11 impacts stemness, apoptosis, and endoplasmic reticulum (ER) stress in organoids deficient in UGT1A1. When we examined the induction of ER stress in organoids with thapsigargin, an inhibitor of sarco/endoplasmic reticulum Ca(2+) ATPase, apoptosis and the caspase surge that occurred in hUGT1A1(HEP) mice were blocked in hUGT1A1(GI) organoids. This study reveals the importance of intestinal UGT1A1 in preventing inflammation, apoptosis, and loss of stemness capacity upon systemic challenge with an important chemotherapeutic agent. SIGNIFICANCE STATEMENT: Hepatic and intestinal UGT1A1 play a key role in the metabolism and detoxification of endogenous and exogenous compounds. The use of tissue-specific humanized models expressing UGT1A1 in liver or intestine has confirmed the relevance of the intestinal tract in the detoxification of irinotecan. Mechanistic studies using intestinal organoids highlighted the importance of UGT1A1 in reducing inflammation, apoptosis, and loss of stemness. These new models provide valuable tools for studying tissue-specific glucuronidation of substances that are metabolized by human UGT1A1.",10.1124/dmd.121.000644,2960,PubMed,k,
"Morais, Mychel R. P. T. and Tian, Pinyuan and Lawless, Craig and Murtuza-Baker, Syed and Hopkinson, Louise and Woods, Steven and Mironov, Aleksandr and Long, David A. and Gale, Daniel P. and Zorn, Telma M. T. and Kimber, Susan J. and Zent, Roy and Lennon, Rachel",Kidney organoids recapitulate human basement membrane assembly in health and disease,ELIFE,"Basement membranes (BMs) are complex macromolecular networks underlying all continuous layers of cells. Essential components include collagen IV and laminins, which are affected by human genetic variants leading to a range of debilitating conditions including kidney, muscle, and cerebrovascular phenotypes. We investigated the dynamics of BM assembly in human pluripotent stem cell-derived kidney organoids. We resolved their global BM composition and discovered a conserved temporal sequence in BM assembly that paralleled mammalian fetal kidneys. We identified the emergence of key BM isoforms, which were altered by a pathogenic variant in COL4A5. Integrating organoid, fetal, and adult kidney proteomes, we found dynamic regulation of BM composition through development to adulthood, and with single-cell transcriptomic analysis we mapped the cellular origins of BM components. Overall, we define the complex and dynamic nature of kidney organoid BM assembly and provide a platform for understanding its wider relevance in human development and disease.",10.7554/elife.73486; 10.7554/elife.73486.sa0; 10.7554/elife.73486.sa1; 10.7554/elife.73486.sa2,48943,Web of Science,r,
Morais MRPT and Tian P and Lawless C and Murtuza-Baker S and Hopkinson L and Woods S and Mironov A and Long DA and Gale DP and Zorn TMT and Kimber SJ and Zent R and Lennon R,Kidney organoids recapitulate human basement membrane assembly in health and disease.,eLife,"Basement membranes (BMs) are complex macromolecular networks underlying all continuous layers of cells. Essential components include collagen IV and laminins, which are affected by human genetic variants leading to a range of debilitating conditions including kidney, muscle, and cerebrovascular phenotypes. We investigated the dynamics of BM assembly in human pluripotent stem cell-derived kidney organoids. We resolved their global BM composition and discovered a conserved temporal sequence in BM assembly that paralleled mammalian fetal kidneys. We identified the emergence of key BM isoforms, which were altered by a pathogenic variant in COL4A5. Integrating organoid, fetal, and adult kidney proteomes, we found dynamic regulation of BM composition through development to adulthood, and with single-cell transcriptomic analysis we mapped the cellular origins of BM components. Overall, we define the complex and dynamic nature of kidney organoid BM assembly and provide a platform for understanding its wider relevance in human development and disease.",10.7554/elife.73486,2845,PubMed,k,
"Cheng, D. and Tuveson, D.",Kras in organoids,Cold Spring Harbor Perspectives in Medicine,"Oncogenic Kras are genetic dependencies for the majority of pancreatic and colorectal adenocarcinomas; however, much remains to be understood regarding its tropism to these carcinomas. Recently developed organoid technology presents a more representative model culture system for pancreatic and colon epithelial tissues as well as better fostering the culture of nonimmortalized cells than two-dimensional culture. These advantages enable cancer researchers to directly compare tumor and normal tissue models to better study tumor initiation as well as therapeutic efficacy. Although in vivo models better model the complexity of multiple cell types, the organoid system allows for easier genetic manipulations and isolation of specific cell types. Furthermore, syngeneic orthotopically transplanted organoids recapit-ulate tumor histologically and gene expression of the tumors from which they were derived. Thus, organoids may extend the use of genetically engineered mouse models. These advantages of organoid cultures allow for many questions, including but not limited to studying the interaction between different cell types within a tumor and elucidating dependencies of Kras-driven tumors.  2018 Cold Spring Harbor Laboratory Press; all rights reserved.",10.1101/cshperspect.a031575,1421,Scopus,u,
"Boonsanay, Boonsanay and Mosa, Mohammed H. and Looso, Mario and Weichenhan, Dieter and Ceteci, Fatih and Pudelko, Lorenz and Lechel, Andre and Michel, Christian S. and Kuenne, Carsten and Farin, Henner F. and Plass, Christoph and Greten, Florian R.",Loss of SUV420H2-Dependent Chromatin Compaction Drives Right-Sided Colon Cancer Progression,GASTROENTEROLOGY,"BACKGROUND \& AIMS: Epigenetic processes regulating gene expression contribute markedly to epithelial cell plasticity in colorectal carcinogenesis. The lysine methyltransferase SUV420H2 comprises an important regulator of epithelial plasticity and is primarily responsible for trimethylation of H4K20 (H4K20me3). Loss of H4K20me3 has been suggested as a hallmark of human cancer due to its interaction with DNMT1. However, the role of Suv4-20h2 in colorectal cancer is un-known. METHODS: We examined the alterations in histone modifications in patient-derived colorectal cancer organoids. Patient-derived colorectal cancer organoids and mouse intes-tinal organoids were genetically manipulated for functional studies in patient-derived xenograft and orthotopic trans-plantation. Gene expression profiling, micrococcal nuclease assay, and chromatin immunoprecipitation were performed to understand epigenetic regulation of chromatin states and gene expression in patient-derived and mouse intestinal organoids. RESULTS: We found that reduced H4K20me3 levels occurredpredominantly in right-sided patient-derived colorectal cancer organoids, which were associated with increased chromatin accessibility. Re-compaction of chromatin by methylstat, a his -tone demethylase inhibitor, resulted in reduced growth selec-tively in subcutaneously grown tumors derived from right -sided cancers. Using mouse intestinal organoids, we confirmed that Suv4-20h2-mediated H4K20me3 is required for maintaining heterochromatin compaction and to prevent R -loop formation. Cross-species comparison of Suv4-20h2- depleted murine organoids with right-sided colorectal cancer organoids revealed a large overlap of gene signatures involved in chromatin silencing, DNA methylation, and stemness/Wnt signaling. CONCLUSIONS: Loss of Suv4-20h2-mediated H4K20me3 drives right-sided colorectal tumorigenesis through an epigenetically controlled mechanism of chromatin compac-tion. Our findings unravel a conceptually novel approach for subtype-specific therapy of this aggressive form of colorectal cancer.",NA,49568,Web of Science,r,
Boonsanay V and Mosa MH and Looso M and Weichenhan D and Ceteci F and Pudelko L and Lechel A and Michel CS and Knne C and Farin HF and Plass C and Greten FR,Loss of SUV420H2-Dependent Chromatin Compaction Drives Right-Sided Colon Cancer Progression.,Gastroenterology,"BACKGROUND & AIMS: Epigenetic processes regulating gene expression contribute markedly to epithelial cell plasticity in colorectal carcinogenesis. The lysine methyltransferase SUV420H2 comprises an important regulator of epithelial plasticity and is primarily responsible for trimethylation of H4K20 (H4K20me3). Loss of H4K20me3 has been suggested as a hallmark of human cancer due to its interaction with DNMT1. However, the role of Suv4-20h2 in colorectal cancer is unknown. METHODS: We examined the alterations in histone modifications in patient-derived colorectal cancer organoids. Patient-derived colorectal cancer organoids and mouse intestinal organoids were genetically manipulated for functional studies in patient-derived xenograft and orthotopic transplantation. Gene expression profiling, micrococcal nuclease assay, and chromatin immunoprecipitation were performed to understand epigenetic regulation of chromatin states and gene expression in patient-derived and mouse intestinal organoids. RESULTS: We found that reduced H4K20me3 levels occurred predominantly in right-sided patient-derived colorectal cancer organoids, which were associated with increased chromatin accessibility. Re-compaction of chromatin by methylstat, a histone demethylase inhibitor, resulted in reduced growth selectively in subcutaneously grown tumors derived from right-sided cancers. Using mouse intestinal organoids, we confirmed that Suv4-20h2-mediated H4K20me3 is required for maintaining heterochromatin compaction and to prevent R-loop formation. Cross-species comparison of Suv4-20h2-depleted murine organoids with right-sided colorectal cancer organoids revealed a large overlap of gene signatures involved in chromatin silencing, DNA methylation, and stemness/Wnt signaling. CONCLUSIONS: Loss of Suv4-20h2-mediated H4K20me3 drives right-sided colorectal tumorigenesis through an epigenetically controlled mechanism of chromatin compaction. Our findings unravel a conceptually novel approach for subtype-specific therapy of this aggressive form of colorectal cancer.",10.1053/j.gastro.2022.10.036,45908,PubMed,k,
"Habibey, Rouhollah and Arias, Jesus Eduardo Rojo and Striebel, Johannes and Busskamp, Volker",Microfluidics for Neuronal Cell and Circuit Engineering,CHEMICAL REVIEWS,"The widespread adoption of microfluidic devices among the neuroscience and neurobiology communities has enabled addressing a broad range of questions at the molecular, cellular, circuit, and system levels. Here, we review biomedical engineering approaches that harness the power of microfluidics for bottom-up generation of neuronal cell types and for the assembly and analysis of neural circuits. Microfluidics-based approaches are instrumental to generate the knowledge necessary for the derivation of diverse neuronal cell types from human pluripotent stem cells, as they enable the isolation and subsequent examination of individual neurons of interest. Moreover, microfluidic devices allow to engineer neural circuits with specific orientations and directionality by providing control over neuronal cell polarity and permitting the isolation of axons in individual microchannels. Similarly, the use of microfluidic chips enables the construction not only of 2D but also of 3D brain, retinal, and peripheral nervous system model circuits. Such brain-on-a-chip and organoid-on-a-chip technologies are promising platforms for studying these organs as they closely recapitulate some aspects of in vivo biological processes. Microfluidic 3D neuronal models, together with 2D in vitro systems, are widely used in many applications ranging from drug development and toxicology studies to neurological disease modeling and personalized medicine. Altogether, microfluidics provide researchers with powerful systems that complement and partially replace animal models.",10.1021/acs.chemrev.2c0021214842,52010,Web of Science,r,
Habibey R and Rojo Arias JE and Striebel J and Busskamp V,Microfluidics for Neuronal Cell and Circuit Engineering.,Chemical reviews,"The widespread adoption of microfluidic devices among the neuroscience and neurobiology communities has enabled addressing a broad range of questions at the molecular, cellular, circuit, and system levels. Here, we review biomedical engineering approaches that harness the power of microfluidics for bottom-up generation of neuronal cell types and for the assembly and analysis of neural circuits. Microfluidics-based approaches are instrumental to generate the knowledge necessary for the derivation of diverse neuronal cell types from human pluripotent stem cells, as they enable the isolation and subsequent examination of individual neurons of interest. Moreover, microfluidic devices allow to engineer neural circuits with specific orientations and directionality by providing control over neuronal cell polarity and permitting the isolation of axons in individual microchannels. Similarly, the use of microfluidic chips enables the construction not only of 2D but also of 3D brain, retinal, and peripheral nervous system model circuits. Such brain-on-a-chip and organoid-on-a-chip technologies are promising platforms for studying these organs as they closely recapitulate some aspects of in vivo biological processes. Microfluidic 3D neuronal models, together with 2D in vitro systems, are widely used in many applications ranging from drug development and toxicology studies to neurological disease modeling and personalized medicine. Altogether, microfluidics provide researchers with powerful systems that complement and partially replace animal models.",10.1021/acs.chemrev.2c00212,48330,PubMed,k,
"Rijsbergen, Laurine C. and Schmitz, Katharina S. and Begeman, Lineke and Drew-Bear, Jennifer and Gommers, Lennert and Lamers, Mart M. and Greninger, Alexander L. and Haagmans, Bart L. and Porotto, Matteo and de Swart, Rik L. and Moscona, Anne and de Vries, Rory D.",Modeling Infection and Tropism of Human Parainfluenza Virus Type 3 in Ferrets,MBIO,"Human parainfluenza virus type 3 (HPIV-3) is a significant cause of lower respiratory tract infections, with the most severe disease in young infants, immunocompromised individuals, and the elderly. HPIV-3 infections are currently untreatable with licensed therapeutics, and prophylactic and therapeutic options are needed for patients at risk. To complement existing human airway models of HPIV-3 infection and develop an animal model to assess novel intervention strategies, we evaluated infection and transmission of HPIV-3 in ferrets. A well-characterized human clinical isolate (CI) of HPIV-3 engineered to express enhanced green fluorescent protein (rHPIV-3 CI-1-EGFP) was passaged on primary human airway epithelial cells (HAE) or airway organoids (AO) to avoid tissue culture adaptations. rHPIV3 CI-1-EGFP infection was assessed in vitro in ferret AO and in ferrets in vivo. Undifferentiated and differentiated ferret AO cultures supported rHPIV-3 CI-1-EGFP replication, but the ferret primary airway cells from AO were less susceptible and permissive than HAE. In vivo rHPIV-3 CI-1-EGFP replicated in the upper and lower airways of ferrets and targeted respiratory epithelial cells, olfactory epithelial cells, type I pneumocytes, and type II pneumocytes. The infection efficiently induced specific antibody responses. Taken together, ferrets are naturally susceptible to HPIV-3 infection; however, limited replication was observed that led to neither overt clinical signs nor ferret-to-ferret transmission. However, in combination with ferret AO, the ferret model of HPIV-3 infection, tissue tropism, and neutralizing antibodies complements human ex vivo lung models and can be used as a platform for prevention and treatment studies for this important respiratory pathogen.",NA,51115,Web of Science,r,
Rijsbergen LC and Schmitz KS and Begeman L and Drew-Bear J and Gommers L and Lamers MM and Greninger AL and Haagmans BL and Porotto M and de Swart RL and Moscona A and de Vries RD,Modeling Infection and Tropism of Human Parainfluenza Virus Type 3 in Ferrets.,mBio,"Human parainfluenza virus type 3 (HPIV-3) is a significant cause of lower respiratory tract infections, with the most severe disease in young infants, immunocompromised individuals, and the elderly. HPIV-3 infections are currently untreatable with licensed therapeutics, and prophylactic and therapeutic options are needed for patients at risk. To complement existing human airway models of HPIV-3 infection and develop an animal model to assess novel intervention strategies, we evaluated infection and transmission of HPIV-3 in ferrets. A well-characterized human clinical isolate (CI) of HPIV-3 engineered to express enhanced green fluorescent protein (rHPIV-3 CI-1-EGFP) was passaged on primary human airway epithelial cells (HAE) or airway organoids (AO) to avoid tissue culture adaptations. rHPIV3 CI-1-EGFP infection was assessed in vitro in ferret AO and in ferrets in vivo. Undifferentiated and differentiated ferret AO cultures supported rHPIV-3 CI-1-EGFP replication, but the ferret primary airway cells from AO were less susceptible and permissive than HAE. In vivo rHPIV-3 CI-1-EGFP replicated in the upper and lower airways of ferrets and targeted respiratory epithelial cells, olfactory epithelial cells, type I pneumocytes, and type II pneumocytes. The infection efficiently induced specific antibody responses. Taken together, ferrets are naturally susceptible to HPIV-3 infection; however, limited replication was observed that led to neither overt clinical signs nor ferret-to-ferret transmission. However, in combination with ferret AO, the ferret model of HPIV-3 infection, tissue tropism, and neutralizing antibodies complements human ex vivo lung models and can be used as a platform for prevention and treatment studies for this important respiratory pathogen. IMPORTANCE HPIV-3 is an important cause of pediatric disease and significantly impacts the elderly. Increasing numbers of immunocompromised patients suffer from HPIV-3 infections, often related to problems with viral clearance. There is a need to model HPIV-3 infections in vitro and in vivo to evaluate novel prophylaxis and treatment options. Currently existing animal models lack the potential for studying animal-to-animal transmission or the effect of immunosuppressive therapy. Here, we describe the use of the ferret model in combination with authentic clinical viruses to further complement human ex vivo models, providing a platform to study approaches to prevent and treat HPIV-3 infection. Although we did not detect ferret-to-ferret transmission in our studies, these studies lay the groundwork for further refinement of the ferret model to immunocompromised ferrets, allowing for studies of severe HPIV-3-associated disease. Such models for preclinical evaluation of prophylaxis and antivirals can contribute to reducing the global health burden of HPIV-3.",10.1128/mbio.03831-21,2581,PubMed,k,
"Zeng, Xiaolan and Shu, Shuang and Meng, Yu and Wang, Hongjun and Wang, Yan",Modelling Alzheimer's disease using human brain organoids: current progress and challenges,CHEMICAL ENGINEERING JOURNAL,"The g-C3N4/Cu, N-TiO(2 )heterojunction photocatalysts were prepared employing co-precipitation and calcination methods in this work. The as-prepared photocatalysts were characterized using several analytical testing methods such as XRD, SEM, EDS, XPS, UV-vis DRS, and photoluminescence spectra. SEM and EDS analysis confirmed the formation of heterojunction between Cu, N-TiO2 and g-C3N4 and uniform distribution of C, N, Ti, and O elements in the CN/Cu, N-TiO2-1 composite photocatalyst. UV-vis DRS analysis displayed that N and Cu co-doping can reduce the band gap of the involved catalysts, leading to improvement of light absorption. Pho-toluminescence spectra analysis showed that combining Cu, N-TiO2 and g-C3N4 can improve photogenerated charges separation effectively, demonstrating the formation of g-C3N4/Cu, N-TiO2 heterojunction in CN/Cu, N-TiO2-1 composite photocatalyst. The photocatalytic performance of the synthesized catalysts was evaluated under simulated sunlight irradiation via sulfamethazine (SMZ) degradation experiments. The results displayed that g-C3N4/Cu, N-TiO2-1 heterojunction photocatalyst (with a mass ratio of 1:1 of Cu, N-TiO2 to dicyandiamide) showed the optimum performance with a transformation rate of SMZ of 95.80 \% under 240 min irradiation. The plausible photocatalytic mechanism involving g-C3N4/Cu, N-TiO2-1 was proposed according to the trapping experiments of active species, which confirmed that O2(center dot- )radicals were the primary active component in pho-tocatalytic degradation of SMZ and h(+) and center dot OH also exhibited significant roles. Furthermore, the main pathways for SMZ degradation were proposed by identifying the involved degradation intermediates. The present research indicates that g-C3N4/Cu, N-TiO2 heterojunction photocatalyst is encouraging for the elimination of sulfonamide antibiotics from actual wastewater.",10.1016/j.cej.2022.141105,51173,Web of Science,r,
Yanakiev M and Soper O and Berg DA and Kang E,Modelling Alzheimer's disease using human brain organoids: current progress and challenges.,Expert reviews in molecular medicine,"Alzheimer's disease (AD) is a progressive neurodegenerative disorder characterised by gradual memory loss and declining cognitive and executive functions. AD is the most common cause of dementia, affecting more than 50 million people worldwide, and is a major health concern in society. Despite decades of research, the cause of AD is not well understood and there is no effective curative treatment so far. Therefore, there is an urgent need to increase understanding of AD pathophysiology in the hope of developing a much-needed cure. Dissecting the cellular and molecular mechanisms of AD pathogenesis has been challenging as the most commonly used model systems such as transgenic animals and two-dimensional neuronal culture do not fully recapitulate the pathological hallmarks of AD. The recent advent of three-dimensional human brain organoids confers unique opportunities to study AD in a humanised model system by encapsulating many aspects of AD pathology. In the present review, we summarise the studies of AD using human brain organoids that recapitulate the major pathological components of AD including amyloid- and tau aggregation, neuroinflammation, mitochondrial dysfunction, oxidative stress and synaptic and circuitry dysregulation. Additionally, the current challenges and future directions of the brain organoids modelling system are discussed.",10.1017/erm.2022.40,47867,PubMed,k,
"Seir, Jordan Jose and Jose, Mora Camilo and Pierre, Renault and Arturo, Guerrero Carlos",Mouse intestinal villi as a model system for studies of norovirus infection,ACTA VIROLOGICA,"Noroviruses (NoV) are enteric caliciviruses that have been detected in multiple species of mammals, including humans. Establishing an efficient in vitro cell culture system for human norovi-rus (HuNoV) remains a challenge; however, its replication has been reported in 3D cultured Caco-2 cells and a clone of Caco-2 cells (C2BBe1), human enteroids and human B cells. Isolated mouse intestinal villi, with large diversity of intestinal epithelial cells, are a primary cellular model that has been shown to be permissive for the infection and replication of enteric viruses such as rotaviruses. We hypothesized that they could allow the infection and replication of the human noroviruses. In this report, we indicate that the isolated villi model of the mouse intestine is effective for the infection study and replication of the human noroviruses from faeces and environmental matrices (water, vegetables and air). For successful infection, the virus needs to be activated with trypsin. The virus has an average replicative cycle of 10 h, although viral particles with infectious capacity are found already at 2 hours post infection (2 h.p.i.). The model is efficient in obtaining abundant biological material and is ideal for studying the biological activity of the human noroviruses in the same cell model or for generating antibodies.",10.4149/av\_2023\_103,50343,Web of Science,r,
Seir JJ and Jos MC and Pierre R and Arturo GC,Mouse intestinal villi as a model system for studies of norovirus infection.,Acta virologica,"Noroviruses (NoV) are enteric caliciviruses that have been detected in multiple species of mammals, including humans. Establishing an efficient in vitro cell culture system for human norovirus (HuNoV) remains a challenge; however, its replication has been reported in 3D cultured Caco-2 cells and a clone of Caco-2 cells (C2BBe1), human enteroids and human B cells. Isolated mouse intestinal villi, with large diversity of intestinal epithelial cells, are a primary cellular model that has been shown to be permissive for the infection and replication of enteric viruses such as rotaviruses. We hypothesized that they could allow the infection and replication of the human noroviruses. In this report, we indicate that the isolated villi model of the mouse intestine is effective for the infection study and replication of the human noroviruses from faeces and environmental matrices (water, vegetables and air). For successful infection, the virus needs to be activated with trypsin. The virus has an average replicative cycle of 10 h, although viral particles with infectious capacity are found already at 2 hours post infection (2 h.p.i.). The model is efficient in obtaining abundant biological material and is ideal for studying the biological activity of the human noroviruses in the same cell model or for generating antibodies. Keywords: human norovirus; intestinal epithelial cells; intestinal villus isolation; norovirus isolated from water; norovirus isolated from plants; norovirus isolated from air.",10.4149/av_2023_103,46340,PubMed,k,
Park SE and Georgescu A and Huh D,Organoids-on-a-chip.,"Science (New York, N.Y.)","Recent studies have demonstrated an array of stem cell-derived, self-organizing miniature organs, termed organoids, that replicate the key structural and functional characteristics of their in vivo counterparts. As organoid technology opens up new frontiers of research in biomedicine, there is an emerging need for innovative engineering approaches for the production, control, and analysis of organoids and their microenvironment. In this Review, we explore organ-on-a-chip technology as a platform to fulfill this need and examine how this technology may be leveraged to address major technical challenges in organoid research. We also discuss emerging opportunities and future obstacles for the development and application of organoid-on-a-chip technology.",10.1126/science.aaw7894,9256,PubMed,u,
Low LA and Sutherland M and Lumelsky N and Selimovic S and Lundberg MS and Tagle DA,Organs-on-a-Chip.,Advances in experimental medicine and biology,"Organs-on-chips, also known as ""tissue chips"" or microphysiological systems (MPS), are bioengineered microsystems capable of recreating aspects of human organ physiology and function and are in vitro tools with multiple applications in drug discovery and development. The ability to recapitulate human and animal tissues in physiologically relevant three-dimensional, multi-cellular environments allows applications in the drug development field, including; (1) use in assessing the safety and toxicity testing of potential therapeutics during early-stage preclinical drug development; (2) confirmation of drug/therapeutic efficacy in vitro; and (3) disease modeling of human tissues to recapitulate pathophysiology within specific subpopulations and even individuals, thereby advancing precision medicine efforts. This chapter will discuss the development and evolution of three-dimensional organ models over the past decade, and some of the opportunities offered by MPS technology that are not available through current standard two-dimensional cell cultures, or three-dimensional organoid systems. This chapter will outline future avenues of research in the MPS field, how cutting-edge biotechnology advances are expanding the applications for these systems, and discuss the current and future potential and challenges remaining for the field to address.",10.1007/978-3-030-36588-2_3,11091,PubMed,u,
"Budjan, Christoph and Liu, Shichen and Ranga, Adrian and Gayen, Senjuti and Pourquie, Olivier and Hormoz, Sahand",Paraxial mesoderm organoids model development of human somites,ELIFE,"eLife digest Humans are part of a group of animals called vertebrates, which are all the animals with backbones. Broadly, all vertebrates have a similar body shape with a head at one end and a left and right side that are similar to each other. Although this is not very obvious in humans, vertebrate bodies are derived from pairs of segments arranged from the head to the tail. Each of these segments or somites originates early in embryonic development. Cells from each somite then divide, grow and specialize to form bones such as the vertebrae of the vertebral column, muscles, skin, and other tissues that make up each segment. Studying different animals during embryonic development has provided insights into how somites form and grow, but it is technically difficult to do and only provides an approximate model of how somites develop in humans. Being able to make and study somites using human cells in the lab would help scientists learn more about how somite formation in humans is regulated. Budjan et al. grew human stem cells in the lab as three-dimensional structures called organoids, and used chemical signals similar to the ones produced in the embryo during development to make the cells form somites. Various combinations of signals were tested to find the best way to trigger somite formation. Once the somites formed, Budjan et al. measured them and studied their structure and the genes they used. They found that these lab-grown somites have the same size and structure as natural somites and use many of the same genes. This new organoid model provides a way to study human somite formation and development in the lab for the first time. This can provide insights into the development and evolution of humans and other animals that could then help scientists understand diseases such as the development of abnormal spinal curvature that affects around 1 in 10,000 newborns. During the development of the vertebrate embryo, segmented structures called somites are periodically formed from the presomitic mesoderm (PSM) and give rise to the vertebral column. While somite formation has been studied in several animal models, it is less clear how well this process is conserved in humans. Recent progress has made it possible to study aspects of human paraxial mesoderm (PM) development such as the human segmentation clock in vitro using human pluripotent stem cells (hPSCs); however, somite formation has not been observed in these monolayer cultures. Here, we describe the generation of human PM organoids from hPSCs (termed Somitoids), which recapitulate the molecular, morphological, and functional features of PM development, including formation of somite-like structures in vitro. Using a quantitative image-based screen, we identify critical parameters such as initial cell number and signaling modulations that reproducibly yielded formation of somite-like structures in our organoid system. In addition, using single-cell RNA-sequencing and 3D imaging, we show that PM organoids both transcriptionally and morphologically resemble their in vivo counterparts and can be differentiated into somite derivatives. Our organoid system is reproducible and scalable, allowing for the systematic and quantitative analysis of human spine development and disease in vitro.",10.7554/elife.68925; 10.7554/elife.68925.sa0; 10.7554/elife.68925.sa1; 10.7554/elife.68925.sa2,49268,Web of Science,r,
Budjan C and Liu S and Ranga A and Gayen S and Pourqui O and Hormoz S,Paraxial mesoderm organoids model development of human somites.,eLife,"During the development of the vertebrate embryo, segmented structures called somites are periodically formed from the presomitic mesoderm (PSM) and give rise to the vertebral column. While somite formation has been studied in several animal models, it is less clear how well this process is conserved in humans. Recent progress has made it possible to study aspects of human paraxial mesoderm (PM) development such as the human segmentation clock in vitro using human pluripotent stem cells (hPSCs); however, somite formation has not been observed in these monolayer cultures. Here, we describe the generation of human PM organoids from hPSCs (termed Somitoids), which recapitulate the molecular, morphological, and functional features of PM development, including formation of somite-like structures in vitro. Using a quantitative image-based screen, we identify critical parameters such as initial cell number and signaling modulations that reproducibly yielded formation of somite-like structures in our organoid system. In addition, using single-cell RNA-sequencing and 3D imaging, we show that PM organoids both transcriptionally and morphologically resemble their in vivo counterparts and can be differentiated into somite derivatives. Our organoid system is reproducible and scalable, allowing for the systematic and quantitative analysis of human spine development and disease in vitro.",10.7554/elife.68925,2906,PubMed,k,
Van Hemelryk A. and Tomljanovic I. and Stuurman D. and de Ridder C.M.A. and Teubel W.J. and Erkens-Schulze S. and van de Werken H.J.G. and van Royen M. and Grudniewska M. and Jenster G.W. and van Weerden W.M.,Patient-derived xenografts and organoids recapitulate castration-resistant prostate cancer with sustained androgen receptor signaling,Eur. J. Cancer,NA,10.1016/s0959-8049%2822%2900914-5,42113,EMBASE,r,
"Van Hemelryk, A. and Tomljanovic, I. and Stuurman, D. and de Ridder, C.M.A. and Teubel, W.J. and Erkens-Schulze, S. and van de Werken, H.J.G. and van Royen, M. and Grudniewska, M. and Jenster, G.W. and van Weerden, W.M.",Patient-derived xenografts and organoids recapitulate castration-resistant prostate cancer with sustained androgen receptor signaling,European Journal of Cancer,NA,10.1016/s0959-8049(22)00914-5,54410,Scopus,r,
Van Hemelryk A and Tomljanovic I and de Ridder CMA and Stuurman DC and Teubel WJ and Erkens-Schulze S and Verhoef EI and Remmers S and Mahes AJ and van Leenders GJLH and van Royen ME and van de Werken HJG and Grudniewska M and Jenster GW and van Weerden WM,Patient-Derived Xenografts and Organoids Recapitulate Castration-Resistant Prostate Cancer with Sustained Androgen Receptor Signaling.,Cells,"Castration-resistant prostate cancer (CRPC) remains an incurable and lethal malignancy. The development of new CRPC treatment strategies is strongly impeded by the scarcity of representative, scalable and transferable preclinical models of advanced, androgen receptor (AR)-driven CRPC. Here, we present contemporary patient-derived xenografts (PDXs) and matching PDX-derived organoids (PDXOs) from CRPC patients who had undergone multiple lines of treatment. These models were comprehensively profiled at the morphologic, genomic (n = 8) and transcriptomic levels (n = 81). All are high-grade adenocarcinomas that exhibit copy number alterations and transcriptomic features representative of CRPC patient cohorts. We identified losses of PTEN and RB1, MYC amplifications, as well as genomic alterations in TP53 and in members of clinically actionable pathways such as AR, PI3K and DNA repair pathways. Importantly, the clinically observed continued reliance of CRPC tumors on AR signaling is preserved across the entire set of models, with AR amplification identified in four PDXs. We demonstrate that PDXs and PDXOs faithfully reflect donor tumors and mimic matching patient drug responses. In particular, our models predicted patient responses to subsequent treatments and captured sensitivities to previously received therapies. Collectively, these PDX-PDXO pairs constitute a reliable new resource for in-depth studies of treatment-induced, AR-driven resistance mechanisms. Moreover, PDXOs can be leveraged for large-scale tumor-specific drug response profiling critical for accelerating therapeutic advances in CRPC.",10.3390/cells11223632,46205,PubMed,k,
