ID,author,text_all,title_key_lower,KA_key_lower,organ_type,checked,major_organ
14844,Birmingham KG and O'Melia MJ and Bordy S and Reyes Aguilar D and El-Reyas B and Lesinski G and Thomas SN,"Lymph Node Subcapsular Sinus Microenvironment-On-A-Chip Modeling Shear Flow Relevant to Lymphatic Metastasis and Immune Cell Homing.; Bioengineering and Cancer and Tissue Engineering; A lymph node sinus-on-a-chip adhesion microfluidic platform that recapitulates the hydrodynamic microenvironment of the lymph node subcapsular sinus was engineered. This device was used to interrogate the effects of lymph node remodeling on cellular adhesion in fluid flow relevant to lymphatic metastasis. Wall shear stress levels analytically estimated and modeled after quiescent and diseased/inflamed lymph nodes were experimentally recapitulated using a flow-based microfluidic perfusion system to assess the effects of physiological flow fields on human metastatic cancer cell adhesion. Results suggest that both altered fluid flow profiles and presentation of adhesive ligands, which are predicted to manifest within the lymph node subcapsular sinus as a result of inflammation-induced remodeling, and the presence of lymph-borne monocytic cells may synergistically contribute to the dynamic extent of cell adhesion in flow relevant to lymph node invasion by cancer and monocytic immune cells during lymphatic metastasis.",lymphnode subcapsular sinus microenvironment onchip modeling shear flow relevant to lymphatic metastasis and immune cell homing.,na; a lymphnode sinus onchip adhesion microfluidic platform that recapitulates the hydrodynamic microenvironment of the lymphnode subcapsular sinus was engineered.; ; ; ; ; ; ; ; ; ; ,sinus,OK,
14850,"Banaeiyan, A.A. and Theobald, J. and Pauktyte, J. and Wlfl, S. and Adiels, C.B. and Goksr, M.","Design and fabrication of a scalable liver-lobule-on-a-chip microphysiological platform; 3D tissue;  biomimetic;  HepG2;  iPSC-derived hepatocytes;  large surface area;  liver lobule;  liver-on-a-chip; The design and fabrication of a very large-scale liver-lobule (VLSLL)-on-a-chip device, providing a microphysiological niche for hepatocytes, is described. The device consists of an integrated network of liver-lobule-like hexagonal tissue-culture chambers constructed in a hybrid layout with a separate seed-feed network. As a key feature, each chamber contains a central outlet mimicking the central vein of a liver lobule. Separating chamber walls located between the culture area and feed network protects cells from the shear force of the convective flow. Arrays of designated passages convey nutrients to the cells by diffusion-dominated mass transport. We simulated the flow velocity, shear stress and diffusion of glucose molecules inside and outside the culture chambers under a continuous flow rate of 1 l min-1. As proof of concept, human hepatocellular carcinoma cells (HepG2) were cultured for periods of 5 and 14 days and human-induced pluripotent stem cell (hiPSC)-derived hepatocytes for 21 days. Stabilized albumin secretion and urea synthesis were observed in the microfluidic devices and cells maintained morphology and functionality during the culture period. Furthermore, we observed 3D tissue-like structure and bile-canaliculi network formation in the chips. Future applications of the described platform include drug development and toxicity studies, as well as the modeling of patient-specific liver diseases, and integration in multi-organ human-on-a-chip systems.  2017 IOP Publishing Ltd.",design and fabrication of a scalable liver-lobule onchip microphysiological platform,"3d tissue;  biomimetic;  hepg2;  ipsc-derived hepatocytes;  large surface area;  liver lobule;  liver onchip; the design and fabrication of a very large-scale liver-lobule (vlsll) onchip device, providing a microphysiological niche for hepatocytes, is described.;  future applications of the described platform include drug development and toxicity studies, as well as the modeling of patient-specific liver diseases, and integration in multi-organ human onchip systems.; ; ; ; ; ; ; ; ; ",lobule,OK,
14897,"Nguyen, D.T.T. and Van Noort, D. and Jeong, I.-K. and Park, S.","Endocrine system on chip for a diabetes treatment model; endocrine system;  GLP-1;  insulin;  microfluidic cell culture device;  multi-organ on a chip; The endocrine system is a collection of glands producing hormones which, among others, regulates metabolism, growth and development. One important group of endocrine diseases is diabetes, which is caused by a deficiency or diminished effectiveness of endogenous insulin. By using a microfluidic perfused 3D cell-culture chip, we developed an 'endocrine system on chip' to potentially be able to screen drugs for the treatment of diabetes by measuring insulin release over time. Insulin-secreting -cells are located in the pancreas, while L-cells, located in the small intestines, stimulate insulin secretion. Thus, we constructed a co-culture of intestinal-pancreatic cells to measure the effect of glucose on the production of glucagon-like peptide-1 (GLP-1) from the L-cell line (GLUTag) and insulin from the pancreatic -cell line (INS-1). After three days of culture, both cell lines formed aggregates, exhibited 3D cell morphology, and showed good viability (>95%). We separately measured the dynamic profile of GLP-1 and insulin release at glucose concentrations of 0.5 and 20 mM, as well as the combined effect of GLP-1 on insulin production at these glucose concentrations. In response to glucose stimuli, GLUTag and INS-1 cells produced higher amounts of GLP-1 and insulin, respectively, compared to a static 2D cell culture. INS-1 combined with GLUTag cells exhibited an even higher insulin production in response to glucose stimulation. At higher glucose concentrations, the diabetes model on chip showed faster saturation of the insulin level. Our results suggest that the endocrine system developed in this study is a useful tool for observing dynamical changes in endocrine hormones (GLP-1 and insulin) in a glucose-dependent environment. Moreover, it can potentially be used to screen GLP-1 analogues and natural insulin and GLP-1 stimulants for diabetes treatment.  2017 IOP Publishing Ltd.",endocrine system onchip for a diabetes treatment model,"endocrine system;  glp-1;  insulin;  microfluidic cell culture device;  multi-organ onchip;  by using a microfluidic perfused 3d cell-culture chip, we developed an 'endocrine system onchip' to potentially be able to screen drugs for the treatment of diabetes by measuring insulin release over time.;  at higher glucose concentrations, the diabetes model onchip showed faster saturation of the insulin level.; ; ; ; ; ; ; ; ; ",endocrine,OK,
14900,"Perottoni, S. and Neto, N.G.B. and Di Nitto, C. and Dmitriev, R.I. and Raimondi, M.T. and Monaghan, M.G.","Intracellular label-free detection of mesenchymal stem cell metabolism within a perivascular niche-on-a-chip; NA; The stem cell niche at the perivascular space in human tissue plays a pivotal role in dictating the overall fate of stem cells within it. Mesenchymal stem cells (MSCs) in particular, experience influential microenvironmental conditions, which induce specific metabolic profiles that affect processes of cell differentiation and dysregulation of the immunomodulatory function. Reports focusing specifically on the metabolic status of MSCs under the effect of pathophysiological stimuli - in terms of flow velocities, shear stresses or oxygen tension - do not model heterogeneous gradients, highlighting the need for more advanced models reproducing the metabolic niche. Organ-on-a-chip technology offers the most advanced tools for stem cell niche modelling thus allowing for controlled dynamic culture conditions while profiling tuneable oxygen tension gradients. However, current systems for live cell detection of metabolic activity inside microfluidic devices require the integration of microsensors. The presence of such microsensors poses the potential to alter microfluidics and their resolution does not enable intracellular measurements but rather a global representation concerning cellular metabolism. Here, we present a metabolic toolbox coupling a miniaturisedin vitrosystem for human-MSCs dynamic culture, which mimics microenvironmental conditions of the perivascular niche, with high-resolution imaging of cell metabolism. Using fluorescence lifetime imaging microscopy (FLIM) we monitor the spatial metabolic machinery and correlate it with experimentally validated intracellular oxygen concentration after designing the oxygen tension decay along the fluidic chamber byin silicomodels prediction. Our platform allows the metabolic regulation of MSCs, mimicking the physiological niche in space and time, and its real-time monitoring representing a functional tool for modelling perivascular niches, relevant diseases and metabolic-related uptake of pharmaceuticals.  The Royal Society of Chemistry 2021.",intracellular label-free detection of mesenchymal stem cell metabolism within a perivascularniche onchip,na;  organ onchip technology offers the most advanced tools for stem cell niche modelling thus allowing for controlled dynamic culture conditions while profiling tuneable oxygen tension gradients.; ; ; ; ; ; ; ; ; ; ,perivascular niche,OK,
14906,Vurat MT and eker and Lalegl-lker and Parmaksiz M and Elin AE and Elin YM,"Development of a multicellular 3D-bioprinted microtissue model of human periodontal ligament-alveolar bone biointerface: Towards a pre-clinical model of periodontal diseases and personalized periodontal tissue engineering.; 3D bioprinting and Alveolar bone and Microtissue model and Organ-on-a-chip and Periodontal ligament and Periodontal tissue engineering and Periodontal-osteoblastic biointerface and Periodontium-on-a-chip; While periodontal (PD) disease is among principal causes of tooth loss worldwide, regulation of concomitant soft and mineralized PD tissues, and PD pathogenesis have not been completely clarified yet. Besides, relevant pre-clinical models and in vitro platforms have limitations in simulating human physiology. Here, we have harnessed three-dimensional bioprinting (3DBP) technology for developing a multi-cellular microtissue model resembling PD ligament-alveolar bone (PDL-AB) biointerface for the first time. 3DBP parameters were optimized; the physical, chemical, rheological, mechanical, and thermal properties of the constructs were assessed. Constructs containing gelatin methacryloyl (Gel-MA) and hydroxyapatite-magnetic iron oxide nanoparticles showed higher level of compressive strength when compared with that of Gel-MA constructs. Bioprinted self-supporting microtissue was cultured under flow in a microfluidic platform for >10 days without significant loss of shape fidelity. Confocal microscopy analysis indicated that encapsulated cells were homogenously distributed inside the matrix and preserved their viability for >7 days under microfluidic conditions. Immunofluorescence analysis showed the cohesion of stromal cell surface marker-1+ human PDL fibroblasts containing PDL layer with the osteocalcin+ human osteoblasts containing mineralized layer in time, demonstrating some permeability of the printed constructs to cell migration. Preliminary tetracycline interaction study indicated the uptake of model drug by the cells inside the 3D-microtissue. Also, the non-toxic levels of tetracycline were determined for the encapsulated cells. Thus, the effects of tetracyclines on PDL-AB have clinical significance for treating PD diseases. This 3D-bioprinted multi-cellular periodontal/osteoblastic microtissue model has potential as an in vitro platform for studying processes of the human PDL.",NA,3d bioprinting and alveolar bone and microtissue model and organ onchip and periodontal ligament and periodontal tissue engineering and periodontal-osteoblastic biointerface and periodontium onchip; ; ; ; ; ; ; ; ; ; ; ,periodontium,OK,
14972,Carpenter J and Lynch SE and Cribb JA and Kylstra S and Hill DB and Superfine R,"Buffer drains and mucus is transported upward in a tilted mucus clearance assay.; drainage and mucociliary clearance and mucus clearance assay and organ on a chip and tilting microscope; Mucociliary clearance (MCC) plays an essential role in maintaining airway sterility and health. Conversely, mucociliary dysfunction is implicated across many airway obstructive diseases. Understanding the necessary requirements for successful MCC is imperative to establish the pathology of disease, as well as to develop therapeutic strategies. Although postural, that is, gravitational, drainage is used clinically to aid mucus clearance, it is ignored in both animal and cell culture models of MCC. In this study, we develop a novel mucus clearance assay that enables the first particle image velocimetry of human bronchial epithelial cell cultures tilted relative to the gravitational field. This tilting system makes it possible to observe drainage of the airway surface liquid and, thus, reveals the effect gravity has on mucociliary clearance. First, we use this assay to demonstrate that beating cilia alone cannot transport buffer upward against gravity. Next, we show the same cilia successfully transporting mucus upward. These results indicate that the biophysical and biochemical properties of mucus enable vertical clearance and that current assay systems are not equipped to determine which properties are required for physiologically relevant vertical mucociliary clearance.",NA,drainage and mucociliary clearance and mucus clearance assay and organ onchip and tilting microscope; ; ; ; ; ; ; ; ; ; ; ,mucociliary,OK,
15100,Wright AL and Righelli L and Broomhall TJ and Lamont HC and El Haj AJ,"Magnetic Nanoparticle-Mediated Orientation of Collagen Hydrogels for Engineering of Tendon-Mimetic Constructs.; alignment and biomaterials and collagen and hydrogels and magnets and tendons and tissue engineering; Despite the high incidence of tendon injuries worldwide, an optimal treatment strategy has yet to be defined. A key challenge for tendon repair is the alignment of the repaired matrix into orientations which provide maximal mechanical strength. Using oriented implants for tissue growth combined with either exogenous or endogenous stem cells may provide a solution. Previous research has shown how oriented fiber-like structures within 3D scaffolds can provide a framework for organized extracellular matrix deposition. In this article, we present our data on the remote magnetic alignment of collagen hydrogels which facilitates long-term collagen orientation. Magnetic nanoparticles (MNPs) at varying concentrations can be contained within collagen hydrogels. Our data show how, in response to the magnetic field lines, MNPs align and form string-like structures orientating at 90 degrees from the applied magnetic field from our device. This can be visualized by light and fluorescence microscopy, and it persists for 21 days post-application of the magnetic field. Confocal microscopy demonstrates the anisotropic macroscale structure of MNP-laden collagen gels subjected to a magnetic field, compared to gels without MNP dosing. Matrix fibrillation was compared between non- and biofunctionalized MNP hydrogels, and different gels dosed with varying MNP concentrations. Human adipose stem cells (hASCs) seeded within the magnetically aligned gels were observed to align in parallel to MNP and collagen orientation 7 days post-application of the magnetic field. hASCs seeded in isotropic gels were randomly organized. Tenocyte-likeness of the cells 7 days post-seeding in collagen I scaffolds was confirmed by the positive expression of tenomodulin and scleraxis proteins. To summarize, we have developed a convenient, non-invasive protocol to control the collagen I hydrogel architecture. Through the presence or absence of MNP dosing and a magnetic field, collagen can be remotely aligned or randomly organized, respectively, in situ. Tendon-like cells were observed to organize in parallel to unidirectionally aligned collagen fibers and polydirectionally in non-aligned collagen constructs. In this way, we were able to engineer the constructs emulating a physiologically and pathologically relevant tendon niche. This can be considered as an innovative approach particularly useful in tissue engineering or organ-on-a-chip applications for remotely controlling collagen matrix organization to recapitulate the native tendon.",NA,na;  this can be considered as an innovative approach particularly useful in tissue engineering or organ onchip applications for remotely controlling collagen matrix organization to recapitulate the native tendon.; ; ; ; ; ; ; ; ; ; ,tendon,OK,
15402,Piluso S and Li Y and Abinzano F and Levato R and Moreira Teixeira L and Karperien M and Leijten J and van Weeren R and Malda J,"Mimicking the Articular Joint with In Vitro Models.; biofabrication and homeostasis and inflammation and microfluidics and organ-on-chip and synovium; Treating joint diseases remains a significant clinical challenge. Conventional in vitro cultures and animal models have been helpful, but suffer from limited predictive power for the human response. Advanced models are therefore required to mimic the complex biological interactions within the human joint. However, the intricate structure of the joint microenvironment and the complex nature of joint diseases have challenged the development of in vitro models that can faithfully mimic the in vivo physiological and pathological environments. In this review, we discuss the current in vitro models of the joint and the progress achieved in the development of novel and potentially more predictive models, and highlight the application of new technologies to accurately emulate the articular joint.",NA,biofabrication and homeostasis and inflammation and microfluidics and organ onchip and synovium; ; ; ; ; ; ; ; ; ; ; ,synovium,OK,
15672,"Tuerlings, M. and Boone, I. and Eslami Amirabadi, H. and Vis, M. and Suchiman, E. and van der Linden, E. and Hofmann, S. and Nelissen, R. and den Toonder, J. and Ramos, Y. and Meulenbelt, I.","Capturing Essential Physiological Aspects of Interacting Cartilage and Bone Tissue with Osteoarthritis Pathophysiology: A Human Osteochondral Unit-on-a-Chip Model; bone;  cartilage;  joint on a chip;  osteoarthritis;  osteochondral construct;  tissue crosstalk;  tissue engineering; Given the multi-tissue aspects of osteoarthritis (OA) pathophysiology, translation of OA susceptibility genes towards underlying biological mechanism and eventually drug target discovery requires appropriate human in vitro OA models that incorporate both functional bone and cartilage tissue units. Therefore, a microfluidic chip is developed with an integrated fibrous polycaprolactone matrix in which neo-bone and cartilage are produced, that could serve as a tailored human in vitro disease model of the osteochondral unit of joints. The model enables to evaluate OA-related environmental perturbations to (individual) tissue units by controlling environmental cues, for example by adding biochemical agents. After establishing the co-culture in the system, a layer of cartilaginous matrix is deposited in the chondrogenic compartment, while a bone-like matrix is deposited between the fibers, indicated by both histology and gene expression levels of collagen type 2 and osteopontin, respectively. As proof-of-principle, the bone and cartilaginous tissue are exposed to active thyroid hormone, creating an OA disease model. This results in increased expression levels of hypertrophy markers integrin-binding sialoprotein and alkaline phosphatase in both cartilage and bone, as expected. Altogether, this model could contribute to enhanced translation from OA risk genes towards novel OA therapies.  2022 The Authors. Advanced Materials Technologies published by Wiley-VCH GmbH.",capturing essential physiological aspects of interacting cartilage and bone tissue with osteoarthritis pathophysiology: a human osteochondral unit onchip model,bone;  cartilage;  joint onchip;  osteoarthritis;  osteochondral construct;  tissue crosstalk;  tissue engineering; ; ; ; ; ; ; ; ; ; ; ,osteochondral,OK,
15952,Sethu P and Haglund TA and Rogers AJ and Chen H and Porterfield J and Balentine CJ,"Growing Human Parathyroids in a Microphysiological System: A Novel Approach to Understanding and Developing New Treatments for Hyperparathyroidism.; Engineered tissue and Organoid and Parathyroid and Pseudogland; We developed a novel model for studying hyperparathyroidism by growing ex vivo 3-dimensional human parathyroids as part of a microphysiological system (MPS) that mimics human physiology. The purpose of this study was to validate the parathyroid portion of the MPS. We prospectively collected parathyroid tissue from 46 patients with hyperparathyroidism for growth into pseudoglands. We evaluated pseudogland architecture and calcium responsiveness. Following 2 weeks in culture, dispersed cells successfully coalesced into pseudoglands 500-700 m in diameter that mimicked the appearance of normal parathyroid glands. Functionally, they also appeared similar to intact parathyroids in terms of organization and calcium-sensing receptor expression. Immunohistochemical staining for calcium-sensing receptor revealed 240-450/cell units of mean fluorescence intensity within the pseudoglands. Finally, the pseudoglands showed varying levels of calcium responsiveness, indicated by changes in parathyroid hormone (PTH) levels. In summary, we successfully piloted the development of a novel MPS for studying the effects of hyperparathyroidism on human organ systems. We are currently evaluating the effect of PTH on adverse remodeling of tissue engineered cardiac, skeletal, and bone tissue within the MPS.",growing human parathyroids in a microphysiological system: a novel approach to understanding and developing new treatments for hyperparathyroidism.,na; we developed a novel model for studying hyperparathyroidism by growing ex vivo 3-dimensional human parathyroids as part of a microphysiological system (mps) that mimics human physiology.; ; ; ; ; ; ; ; ; ; ,parathyroid,OK,
16141,Chiesa I and Di Ges R and Overholt KJ and Gottardi R,"A Mesoscale 3D Culture System for Native and Engineered Biphasic Tissues: Application to the Osteochondral Unit.; Bioreactor and Biphasic constructs and Crosstalk and Interface tissue engineering and Microphysiological system and Osteochondral junction and Paracrine signaling; Interface tissues are functionally graded tissues characterized by a complex layered structure, which therefore present a great challenge to be reproduced and cultured in vitro. Here, we describe the design and operation of a 3D printed dual-chamber bioreactor as a culturing system for biphasic native or engineered osteochondral tissues. The bioreactor is designed to potentially accommodate a variety of interface tissues and enables the precise study of tissue crosstalk by creating two separate microenvironments while maintaining the tissue compartments in direct contact.",NA,bioreactor and biphasic constructs and crosstalk and interface tissue engineering and microphysiological system and osteochondral junction and paracrine signaling; ; ; ; ; ; ; ; ; ; ; ,osteochondral,OK,
16323,Qiang Y and Sissoko A and Liu ZL and Dong T and Zheng F and Kong F and Higgins JM and Karniadakis GE and Buffet PA and Suresh S and Dao M,"Microfluidic study of retention and elimination of abnormal red blood cells by human spleen with implications for sickle cell disease.; acute splenic sequestration crisis and erythrophagocytosis and hypoxia and organ-on-a-chip and splenic retention; The spleen clears altered red blood cells (RBCs) from circulation, contributing to the balance between RBC formation (erythropoiesis) and removal. The splenic RBC retention and elimination occur predominantly in open circulation where RBCs flow through macrophages and inter-endothelial slits (IESs). The mechanisms underlying and interconnecting these processes significantly impact clinical outcomes. In sickle cell disease (SCD), blockage of intrasplenic sickled RBCs is observed in infants splenectomized due to acute splenic sequestration crisis (ASSC). This life-threatening RBC pooling and organ swelling event is plausibly triggered or enhanced by intra-tissular hypoxia. We present an oxygen-mediated spleen-on-a-chip platform for in vitro investigations of the homeostatic balance in the spleen. To demonstrate and validate the benefits of this general microfluidic platform, we focus on SCD and study the effects of hypoxia on splenic RBC retention and elimination. We observe that RBC retention by IESs and RBC-macrophage adhesion are faster in blood samples from SCD patients than those from healthy subjects. This difference is markedly exacerbated under hypoxia. Moreover, the sickled RBCs under hypoxia show distinctly different phagocytosis processes from those non-sickled RBCs under hypoxia or normoxia. We find that reoxygenation significantly alleviates RBC retention at IESs, and leads to rapid unsickling and fragmentation of the ingested sickled RBCs inside macrophages. These results provide unique mechanistic insights into how the spleen maintains its homeostatic balance between splenic RBC retention and elimination, and shed light on how disruptions in this balance could lead to anemia, splenomegaly, and ASSC in SCD and possible clinical manifestations in other hematologic diseases.",NA,acute splenic sequestration crisis and erythrophagocytosis and hypoxia and organ onchip and splenic retention;  we present an oxygen-mediated spleen onchip platform for in vitro investigations of the homeostatic balance in the spleen.; ; ; ; ; ; ; ; ; ,spleen,OK,
16360,"Makkar, H. and Zhou, Y. and Tan, K.S. and Lim, C.T. and Sriram, G.","Modeling Crevicular Fluid Flow and Host-Oral Microbiome Interactions in a Gingival Crevice-on-Chip; gingival crevices;  gingival crevicular fluids;  host-microbe interactions;  microfluidics;  organs-on-a-chip;  periodontal disease; Gingival crevice and gingival crevicular fluid (GCF) flow play a crucial role at the gingiva-oral microbiome interface which contributes toward maintaining the balance between gingival health and periodontal disease. Interstitial flow of GCF strongly impacts the host-microbiome interactions and tissue responses. However, currently available in vitro preclinical models largely disregard the dynamic nature of gingival crevicular microenvironment, thus limiting the progress in the development of periodontal therapeutics. Here, a proof-of-principle gingival crevice-on-chip microfluidic platform to culture gingival connective tissue equivalent (CTE) under dynamic interstitial fluid flow mimicking the GCF is described. On-chip co-culture using oral symbiont (Streptococcus oralis) shows the potential to recapitulate microbial colonization, formation of biofilm-like structures at the tissue-microbiome interface, long-term co-culture, and bacterial clearance secondary to simulated GCF (s-GCF) flow. Further, on-chip exposure of the gingival CTEs to the toll-like receptor-2 (TLR-2) agonist or periodontal pathogen Fusobacterium nucleatum demonstrates the potential to mimic early gingival inflammation. In contrast to direct exposure, the induction of s-GCF flow toward the bacterial front attenuates the secretion of inflammatory mediators demonstrating the protective effect of GCF flow. This proposed in vitro platform offers the potential to study complex host-microbe interactions in periodontal disease and the development of periodontal therapeutics under near-microphysiological conditions.  2022 Wiley-VCH GmbH.",modeling crevicular fluid flow and host-oral microbiome interactions in a gingival crevice onchip,"gingival crevices;  gingival crevicular fluids;  host-microbe interactions;  microfluidics;  organs onchip;  periodontal disease;  here, a proof-of-principle gingival crevice onchip microfluidic platform to culture gingival connective tissue equivalent (cte) under dynamic interstitial fluid flow mimicking the gcf is described.;  onchip co-culture using oral symbiont (streptococcus oralis) shows the potential to recapitulate microbial colonization, formation of biofilm-like structures at the tissue-microbiome interface, long-term co-culture, and bacterial clearance secondary to simulated gcf (s-gcf) flow.;  further, onchip exposure of the gingival ctes to the toll-like receptor-2 (tlr-2) agonist or periodontal pathogen fusobacterium nucleatum demonstrates the potential to mimic early gingival inflammation.; ; ; ; ; ; ; ",gingival crevice,OK,
16366,Yu Z and Hao R and Chen X and Ma L and Zhang Y and Yang H,"Protocol to develop a microfluidic human corneal barrier-on-a-chip to evaluate the corneal epithelial wound repair process.; Biotechnology and bioengineering and Cell Biology and Cell culture and Microscopy and Tissue Engineering; Organs-on-chips are microfluidic devices for cell culturing to simulate tissue- or organ-level physiology, providing new solutions other than traditional animal tests. Here, we describe a microfluidic platform consisting of human corneal cells and compartmentalizing channels to achieve fully integrated human cornea's barrier effects on the chip. We detail steps to verify the barrier effects and physiological phenotypes of microengineered human cornea. Then, we use the platform to evaluate the corneal epithelial wound repair process. For complete details on the use and execution of this protocol, please refer to Yu et al. (2022).(1).",protocol to develop a microfluidic human cornealbarrier onchip to evaluate the corneal epithelial wound repair process.,"na; organs onchip are microfluidic devices for cell culturing to simulate tissue- or organ-level physiology, providing new solutions other than traditional animal tests.; ; ; ; ; ; ; ; ; ",corneal barrier,OK,
16525,"Fu, A. and Chang, M. and Zhu, H. and Liu, H. and Wu, D. and Zeng, H.","Air-blood barrier (ABB) on a chip; Air-blood barrier;  In vitro model;  Organ-on-a-chip; The alveolus, acting as the physiological barrier between the respiratory system and outside, could be identified to the functionally air-blood barrier (ABB) system consisting of the alveolar epithelium, endothelium and the basement membrane. Since the occurrence and development of distal respiratory diseases are always accompanied with the changes of the structure and physiological function of ABB, the establishment of a reliable ABB model in vitro plays a critical role in disease investigation and drug development. Beside the non-humanized rodent models and the harsh ex vivo models, The ABB-on-a-chip based on microfluidics and organizational engineering has been deemed to the ideal model for the investigation of diseases and the drug development via selecting the suitable cell lines and setting the proper biological and physical microenvironment. Here, the construction and the underlying potential of ABB chips and their applications in diseases research and drug development in recent years will be reviewed.  2023",bloodairbarrier (abb) onchip,"bloodairbarrier;  in vitro model;  organ onchip;  beside the nonhumanized rodent models and the harsh ex vivo models, the abb onchip based on microfluidics and organizational engineering has been deemed to the ideal model for the investigation of diseases and the drug development via selecting the suitable cell lines and setting the proper biological and physical microenvironment.; ; ; ; ; ; ; ; ; ",blood-air barrier,OK,
16567,Spitz S and Ko E and Ertl P and Kamm RD,"How Organ-on-a-Chip Technology Can Assist in Studying the Role of the Glymphatic System in Neurodegenerative Diseases.; AQP4 and glymphatic system and microfluidics and neurodegeneration and organ-on-a-chip technology; The lack of a conventional lymphatic system that permeates throughout the entire human brain has encouraged the identification and study of alternative clearance routes within the cerebrum. In 2012, the concept of the glymphatic system, a perivascular network that fluidically connects the cerebrospinal fluid to the lymphatic vessels within the meninges via the interstitium, emerged. Although its exact mode of action has not yet been fully characterized, the key underlying processes that govern solute transport and waste clearance have been identified. This review briefly describes the perivascular glial-dependent clearance system and elucidates its fundamental role in neurodegenerative diseases. The current knowledge of the glymphatic system is based almost exclusively on animal-based measurements, but these face certain limitations inherent to in vivo experiments. Recent advances in organ-on-a-chip technology are discussed to demonstrate the technology's ability to provide alternative human-based in vitro research models. Herein, the specific focus is on how current microfluidic-based in vitro models of the neurovascular system and neurodegenerative diseases might be employed to (i) gain a deeper understanding of the role and function of the glymphatic system and (ii) to identify new opportunities for pharmacological intervention.",how organ onchip technology can assist in studying the role of the glymphatic system in neurodegenerative diseases.,aqp4 and glymphatic system and microfluidics and neurodegeneration and organ onchip technology;  recent advances in organ onchip technology are discussed to demonstrate the technology's ability to provide alternative human-based in vitro research models.; ; ; ; ; ; ; ; ; ,glymphatic,OK,
16684,Chen TW and Gandotra R and Chang HY and Lee MS and Kuo FC and Lee GB,"Automatic Detection of Two Synovial Fluid Periprosthetic Joint Infection Biomarkers on an Integrated Microfluidic System.; NA; Post-arthroplasty periprosthetic joint infection (PJI) is a serious ailment that can be difficult to diagnose. Herein, we developed a novel integrated microfluidic system (IMS) capable of detecting two common PJI biomarkers, alpha defensin human neutrophil peptide 1 (HNP-1) and C-reactive protein (CRP), from synovial fluid (SF). A magnetic bead-based one-aptamer-one-antibody assay was carried out automatically within 45 min on a single chip for simultaneous detection of both biomarkers at concentration ranges of 0.01-50 (HNP-1) and 1-100 (CRP) mg/L. It is the first report for utilizing these two biomarkers as targets to establish the new one-aptamer-one-antibody assay to detect PJI on-chip, and the aptamers demonstrated high specificity to their SF targets. As 20 clinical samples were correctly diagnosed with our IMS (verified by a common gold standard kit), it could serve as a promising tool for PJI diagnostics.",NA,"na;  it is the first report for utilizing these two biomarkers as targets to establish the new one-aptamer-one-antibody assay to detect pji onchip, and the aptamers demonstrated high specificity to their sf targets.; ; ; ; ; ; ; ; ; ",artificial joint,OK,
16883,McKinley JP and Montes AR and Wang MN and Kamath AR and Jimenez G and Lim J and Marathe SA and Mofrad MRK and O'Connell GD,"Design of a flexing organ-chip to model in situ loading of the intervertebral disc.; NA; The leading cause of disability of all ages worldwide is severe lower back pain. To address this untreated epidemic, further investigation is needed into the leading cause of back pain, intervertebral disc degeneration. In particular, microphysiological systems modeling critical tissues in a degenerative disc, like the annulus fibrosus (AF), are needed to investigate the effects of complex multiaxial strains on AF cells. By replicating these mechanobiological effects unique to the AF that are not yet understood, we can advance therapies for early-stage degeneration at the cellular level. To this end, we designed, fabricated, and collected proof-of-concept data for a novel microphysiological device called the flexing annulus-on-a-chip (AoC). We used computational models and experimental measurements to characterize the device's ability to mimic complex physiologically relevant strains. As a result, these strains proved to be controllable, multi-directional, and uniformly distributed with magnitudes ranging from - 10 % to 12% in the axial, radial, and circumferential directions, which differ greatly from applied strains possible in uniaxial devices. Furthermore, after withstanding accelerated life testing (66K cycles of 10% strain) and maintaining 2000 bovine AF cells without loading for more than three weeks the AoC proved capable of long-term cell culture. Additionally, after strain (3.5% strain for 75 cycles at 0.5Hz) was applied to a monolayer of AF cells in the AoC, a population remained adhered to the channel with spread morphology. The AoC can also be tailored for other annular structures in the body such as cardiovascular vessels, lymphatic vessels, and the cervix.",NA,"na;  in particular, microphysiological systems modeling critical tissues in a degenerative disc, like the annulus fibrosus (af), are needed to investigate the effects of complex multiaxial strains on af cells.;  to this end, we designed, fabricated, and collected proof-of-concept data for a novel microphysiological device called the flexing annulus onchip (aoc).; ; ; ; ; ; ; ; ",anulus fibrosus,OK,
