"author","title","journal","abstract","doi","ID","database","status"
"Moya M.L. and Hsu Y.H. and Lee A.P. and Hughes C.C. and George S.C.","In vitro perfused human capillary networks","Tissue Eng Part C Methods","Replicating in vitro the complex in vivo tissue microenvironment has the potential to transform our approach to medicine and also our understanding of biology. In order to accurately model the 3D arrangement and interaction of cells and extracellular matrix, new microphysiological systems must include a vascular supply. The vasculature not only provides the necessary convective transport of oxygen, nutrients, and waste in 3D culture, but also couples and integrates the responses of organ systems. Here we combine tissue engineering and microfluidic technology to create an in vitro 3D metabolically active stroma (~1 mm(3)) that, for the first time, contains a perfused, living, dynamic, interconnected human capillary network. The range of flow rate (mum/s) and shear rate (s(-1)) within the network was 0-4000 and 0-1000, respectively, and thus included the normal physiological range. Infusion of FITC dextran demonstrated microvessels (15-50 mum) to be largely impermeable to 70 kDa. Our high-throughput biology-directed platform has the potential to impact a broad range of fields that intersect with the microcirculation, including tumor metastasis, drug discovery, vascular disease, and environmental chemical toxicity.",NA,3672,"EMBASE","r"
"Moya, M.L. and Hsu, Y.-H. and Lee, A.P. and Christopher C.W. Hughes and George, S.C.","In vitro perfused human capillary networks","Tissue Engineering - Part C: Methods","Replicating in vitro the complex in vivo tissue microenvironment has the potential to transform our approach to medicine and also our understanding of biology. In order to accurately model the 3D arrangement and interaction of cells and extracellular matrix, new microphysiological systems must include a vascular supply. The vasculature not only provides the necessary convective transport of oxygen, nutrients, and waste in 3D culture, but also couples and integrates the responses of organ systems. Here we combine tissue engineering and microfluidic technology to create an in vitro 3D metabolically active stroma (~1 mm3) that, for the first time, contains a perfused, living, dynamic, interconnected human capillary network. The range of flow rate (m/s) and shear rate (s-1) within the network was 0-4000 and 0-1000, respectively, and thus included the normal physiological range. Infusion of FITC dextran demonstrated microvessels (15-50 m) to be largely impermeable to 70 kDa. Our high-throughput biology-directed platform has the potential to impact a broad range of fields that intersect with the microcirculation, including tumor metastasis, drug discovery, vascular disease, and environmental chemical toxicity.  ","10.1089/ten.tec.2012.0430",3938,"Scopus","k"
"Brull M. and Spreng A.-S. and Gutbier S. and Loser D. and Krebs A. and Reich M. and Kraushaar U. and Britschgi M. and Patsch C. and Leist M.","Incorporation of stem cell-derived astrocytes into neuronal organoids to allow neuro-glial interactions in toxicological studies","Altex","Human cell-based neural organoids are increasingly being used for investigations of neurotoxicity and to study the pathophysiology of neurodegenerative diseases. Here, we present a fast and robust method to generate 3D cultured human dopaminergic neurons (LUHMES) for toxicity testing and long-term culture. Moreover, a plating step was introduced to allow generation of neurite networks with a defined 2D orientation and several mm length while all cell bodies (somata) remained in a 3D, dome-like structure. These cultures, named 2.5D (for 2.5 dimensional), offer new approaches to quantify toxicant effects on organoids by standard technology and in high throughput. For instance, the system reacted to the parkinsonian model toxicants MPP+, rotenone and MG-132, and to the ferroptosis-inducer erastin. Moreover, stable incorporation of human stem cell-derived astrocytes or microglia was possible. Addition of astrocytes stabilized the post mitotic state of the LUHMES neurons and thereby allowed formation of a stable microphysiological system. Neuroprotection against the proteasome inhibitor MG-132 and the ferroptosis-inducer erastin was mediated by such glia, exemplifying the crucial protective role of astrocytes in neurodegeneration. The modularity of the system was further employed to incorporate microglia together with astrocytes into the organoids. Such ratio-defined, three cell type-based organoids will allow new approaches to study human pathophysiology and toxicology of the nervous system.","10.14573/altex.1911111s1",3511,"EMBASE","r"
"Brll M and Spreng AS and Gutbier S and Loser D and Krebs A and Reich M and Kraushaar U and Britschgi M and Patsch C and Leist M","Incorporation of stem cell-derived astrocytes into neuronal organoids to allow neuro-glial interactions in toxicological studies.","ALTEX","Human cell-based neural organoids are increasingly being used for investigations of neurotoxicity, and to study the pathophysiology of neurodegenerative diseases. Here, we present a fast and robust method to generate 3D cultured human dopaminergic neurons (LUHMES) for toxicity testing and long-term culture. Moreover, a plating step was introduced to allow generation of neurite networks with defined 2D orientation and several mm length, while all cell bodies (somata) remained in a 3D, dome-like structure. These cultures, named here 2.5D (for 2.5 dimensional), offer new approaches to quantify toxicant effects on organoids by standard technology and high throughput. For instance, the system reacted to the parkinsonian model toxicants MPP+, rotenone, MG-132 and the ferroptosis-inducer erastin. Moreover, stable incorporation of human stem cell-derived astrocytes or microglia was possible. Added astrocytes stabilized the post mitotic state of the LUHMES neurons and thereby allowed the formation of a stable micro-physiological system. We observed neuroprotection against the proteasome inhibitor MG-132 and the ferroptosis-inducer erastin by such glia. This exemplifies the crucial protective role of astrocytes in neurodegeneration. The modularity of the system was further employed to incorporate microglia together with astrocytes into the organoids. Such ratio-defined, three cell type-based organoids will allow new approaches to study human pathophysiology and toxicology of the nervous system.","10.14573/altex.1911111",3909,"PubMed","k"
"Ha, L. and Jang, K.-J. and Suh, K.-Y.","Kidney on a chip","RSC Nanoscience and Nanotechnology",NA,NA,2998,"Scopus","k"
"Ha, L. and Jang, K.-J. and Suh, K.-Y.","Kidney on a chip","RSC Nanoscience and Nanotechnology",NA,NA,3185,"Scopus","r"
"Lee J and Kim K and Kim S","Kidney on chips.","Methods in cell biology","Kidney tubule-on-a-chip has been developed since 2001. Drug toxicity and pharmacokinetic models using kidney tubule-on-a-chip devices are already available. Experimental models for other causes of acute kidney injury such as ischemia or infection will be available in the near future. Recently, glomerulus-on-a-chip was introduced using induced pluripotent stem cells. It is a far advanced model using the glomerulus structure. Its applications are still challenging but promising since patients with chronic kidney disease are steadily increasing with the increased prevalence of diabetes, hypertension, and old age. Glomerulus-on-a-chip may show diagnostic or therapeutic evidence to solve the question on how we could manage chronic kidney diseases in the clinical situation. We will deal with an updated technology of microfluidic organ-on-a-chip in the nephrological field and future expectations.","10.1016/bs.mcb.2018.06.001",1014,"PubMed","u"
"Tang, H. and Abouleila, Y. and Mashaghi, A.","Lassa hemorrhagic shock syndrome-on-a-chip","Biotechnology and Bioengineering","Lack of experimental human models hinders research on Lassa hemorrhagic fever and the development of treatment strategies. Here, we report the first chip-based model for Lassa hemorrhagic syndrome. The chip features a microvessel interfacing collagen network as a simple mimic for extracellular matrix, allowing for quantitative and real-time vascular integrity assessment. Luminal infusion of Lassa virus-like particles led to a dramatic increase in vascular permeability in a viral load-dependent manner. Using this platform, we showed that Fibrin-derived peptide FX06 can be used to suppress the vascular integrity loss. This simple chip-based model proved promising in the assessment of disease severity and provides an easy-to-use platform for future investigation of Lassa pathogenesis and drug development in a human-like setting.  2020 The Authors. Biotechnology and Bioengineering Published by Wiley Periodicals LLC","10.1002/bit.27636",527,"Scopus","u"
"Mamani, Javier Bustamante and Marinho, Bruna Souto and de Albuquerque Rego, Gabriel Nery and Nucci, Mariana Penteado and Alvieri, Fernando and dos Santos, Ricardo Silva and Matias Ferreira, Joao Victor and de Oliveira, Fernando Anselmo and Gamarra, Lionel Fernel","Magnetic hyperthermia therapy in glioblastoma tumor on-a-Chip model","EINSTEIN-SAO PAULO","Objective: To evaluate the magnetic hyperthermia therapy in glioblastoma tumor-on-a-Chip model using a microfluidics device. Methods: The magnetic nanoparticles coated with aminosilane were used for the therapy of magnetic hyperthermia, being evaluated the specific absorption rate of the magnetic nanoparticles at 300 Gauss and 305kHz. A preculture of C6 cells was performed before the 3D cells culture on the chip. The process of magnetic hyperthermia on the Chip was performed after administration of 20 mu L of magnetic nanoparticles (10mgFe/mL) using the parameters that generated the specific absorption rate value. The efficacy of magnetic hyperthermia therapy was evaluated by using the cell viability test through the following fluorescence staining: calcein acetoxymethyl ester (492/513nm), for live cells, and ethidium homodimer-1 (526/619nm) for dead cells dyes. Results: Magnetic nanoparticles when submitted to the alternating magnetic field (300 Gauss and 305kHz) produced a mean value of the specific absorption rate of 115.4 +/- 6.0W/g. The 3D culture of C6 cells evaluated by light field microscopy imaging showed the proliferation and morphology of the cells prior to the application of magnetic hyperthermia therapy. Fluorescence images showed decreased viability of cultured cells in organ-on-a-Chip by 20\% and 100\% after 10 and 30 minutes of the magnetic hyperthermia therapy application respectively. Conclusion: The study showed that the therapeutic process of magnetic hyperthermia in the glioblastoma on-a-chip model was effective to produce the total cell lise after 30 minutes of therapy.","10.31744/einstein\_journal/2020ao4954",3332,"Web of Science","r"
"Mamani JB and Marinho BS and Rego GNA and Nucci MP and Alvieri F and Santos RSD and Ferreira JVM and Oliveira FA and Gamarra LF","Magnetic hyperthermia therapy in glioblastoma tumor on-a-Chip model.","Einstein (Sao Paulo, Brazil)","OBJECTIVE: To evaluate the magnetic hyperthermia therapy in glioblastoma tumor-on-a-Chip model using a microfluidics device. METHODS: The magnetic nanoparticles coated with aminosilane were used for the therapy of magnetic hyperthermia, being evaluated the specific absorption rate of the magnetic nanoparticles at 300 Gauss and 305kHz. A preculture of C6 cells was performed before the 3D cells culture on the chip. The process of magnetic hyperthermia on the Chip was performed after administration of 20L of magnetic nanoparticles (10mgFe/mL) using the parameters that generated the specific absorption rate value. The efficacy of magnetic hyperthermia therapy was evaluated by using the cell viability test through the following fluorescence staining: calcein acetoxymethyl ester (492/513nm), for live cells, and ethidium homodimer-1 (526/619nm) for dead cells dyes. RESULTS: Magnetic nanoparticles when submitted to the alternating magnetic field (300 Gauss and 305kHz) produced a mean value of the specific absorption rate of 115.46.0W/g. The 3D culture of C6 cells evaluated by light field microscopy imaging showed the proliferation and morphology of the cells prior to the application of magnetic hyperthermia therapy. Fluorescence images showed decreased viability of cultured cells in organ-on-a-Chip by 20% and 100% after 10 and 30 minutes of the magnetic hyperthermia therapy application respectively. CONCLUSION: The study showed that the therapeutic process of magnetic hyperthermia in the glioblastoma on-a-chip model was effective to produce the total cell lise after 30 minutes of therapy.","10.31744/einstein_journal/2020ao4954",655,"PubMed","k"
"Maia, F. Raquel and Reis, Rui L. and Correlo, Vitor M. and Oliveira, Joaquim M.","Microfluidic Devices and Three Dimensional-Printing Strategies for in vitro Models of Bone",NA,"Bone is a complex and highly dynamic tissue, which has been worldwide studied, from fundamental biology to tissue engineering fields. Even so, current in vitro models do not truly replicate the native bone tissue environment. For so, new and improved in vitro tissue models are necessary to obtain more reliable data, not only in a development point of view, but also to fasten the translation of new drugs into the clinics. In this reasoning, tissue-engineering strategies were applied to develop mimetic and three-dimensional (3D) microenvironments, which were associated with microfluidic devices for the development of more complex and realistic systems. Such devices mimic blood vessels that are present in the native tissue, thus enabling the study of complex biological mechanism as such as bone angiogenesis. More recently, 3D printing has been pursued to produce more intricate microfluidic devices and engineered tissues in a single step. The ability to print spatially controlled structures composed of different biomaterials, growth factors and cells caught the attention of scientists for the development of more efficient in vitro models. Additionally, it allows obtaining microfluidic devices and/or engineered tissues with the desired architecture within a small amount of time and with reduced costs. Recently, the use of high-resolution scanning boosted the production of patient-specific implants. Despite the difficulties associated with 3D printed structures that still need to be overcome, it has been proven to be a valuable tool to accomplish a new generation of 3D bioprinted bone-on-a-chip platforms.","10.1007/978-3-030-36588-2\_1",3328,"Web of Science","r"
"Maia FR and Reis RL and Correlo VM and Oliveira JM","Microfluidic Devices and Three Dimensional-Printing Strategies for in vitro Models of Bone.","Advances in experimental medicine and biology","Bone is a complex and highly dynamic tissue, which has been worldwide studied, from fundamental biology to tissue engineering fields. Even so, current in vitro models do not truly replicate the native bone tissue environment. For so, new and improved in vitro tissue models are necessary to obtain more reliable data, not only in a development point of view, but also to fasten the translation of new drugs into the clinics. In this reasoning, tissue-engineering strategies were applied to develop mimetic and three-dimensional (3D) microenvironments, which were associated with microfluidic devices for the development of more complex and realistic systems. Such devices mimic blood vessels that are present in the native tissue, thus enabling the study of complex biological mechanism as such as bone angiogenesis. More recently, 3D printing has been pursued to produce more intricate microfluidic devices and engineered tissues in a single step. The ability to print spatially controlled structures composed of different biomaterials, growth factors and cells caught the attention of scientists for the development of more efficient in vitro models. Additionally, it allows obtaining microfluidic devices and/or engineered tissues with the desired architecture within a small amount of time and with reduced costs. Recently, the use of high-resolution scanning boosted the production of patient-specific implants. Despite the difficulties associated with 3D printed structures that still need to be overcome, it has been proven to be a valuable tool to accomplish a new generation of 3D bioprinted bone-on-a-chip platforms.","10.1007/978-3-030-36588-2_1",2891,"PubMed","k"
"Andrzejewska, Anna and Janowski, Miroslaw","Microfluidic Systems in CNS Studies",NA,"Current technological progress facilitates the introduction of micro-devices into biotechnology research including studies on central nervous system. Wide range of micro-chambers with diversity of channel systems and multiple compartments enable users to create models which closely mimic nervous tissue structure which nowadays is often called as brain-on-a-chip technology. Heretofore experiments showing the influence of substance gradients, cell interactions, spatial conditions, neuroinflammation, stem cells migration, drug delivery, mechanisms controlling progression of diseases like Alzheimer, Parkinson, multiple sclerosis or nerve injury were performed in microfluidic devices. Moreover, the integration of bio-sensors and development of dedicated software for microfluidic studies can enable performing high throughput and good quality automated experiments investigating regeneration and degeneration processes in models well emulating central nervous system structures.","10.1007/978-3-030-36588-2\_6",3313,"Web of Science","r"
"Andrzejewska A and Janowski M","Microfluidic Systems in CNS Studies.","Advances in experimental medicine and biology","Current technological progress facilitates the introduction of micro-devices into biotechnology research including studies on central nervous system. Wide range of micro-chambers with diversity of channel systems and multiple compartments enable users to create models which closely mimic nervous tissue structure which nowadays is often called as brain-on-a-chip technology. Heretofore experiments showing the influence of substance gradients, cell interactions, spatial conditions, neuroinflammation, stem cells migration, drug delivery, mechanisms controlling progression of diseases like Alzheimer, Parkinson, multiple sclerosis or nerve injury were performed in microfluidic devices. Moreover, the integration of bio-sensors and development of dedicated software for microfluidic studies can enable performing high throughput and good quality automated experiments investigating regeneration and degeneration processes in models well emulating central nervous system structures.","10.1007/978-3-030-36588-2_6",2757,"PubMed","k"
"Low, Lucie A. and Tagle, Danilo A.","Microphysiological Systems (Tissue Chips) and their Utility for Rare Disease Research",NA,"The scientific and technological development of microphysiological systems (MPS) modeling organs-on-chips, or ``tissue chips{''} (TCs), has progressed rapidly over the past decade. Stem cell research and microfluidic concepts have combined to lead to the development of microphysiological platforms representing an ever-expanding list of different human organ systems. In the context of rare diseases, these bioengineered microfluidics platforms hold promise for modeling of disorders and could prove useful in the screening and efficacy testing of existing therapeutics. Additionally, they have the potential for replacing and refining animal use for new drugs and clinical treatments, or could even act as surrogate human systems for testing of new therapeutics in the future, which could be particularly useful in populations of rare disease sufferers. This chapter will discuss the current state of tissue chip research, and challenges facing the field. Additionally, we will discuss how these devices are being used to model basic cellular and molecular phenotypes of rare diseases, holding promise to provide new tools for understanding of disease pathologies and screening and efficacy testing of potential therapeutics for drug discovery.","10.1007/978-3-319-67144-4\_23",3330,"Web of Science","r"
"Low LA and Tagle DA","Microphysiological Systems (Tissue Chips) and their Utility for Rare Disease Research.","Advances in experimental medicine and biology","The scientific and technological development of microphysiological systems (MPS) modeling organs-on-chips, or ""tissue chips"" (TCs), has progressed rapidly over the past decade. Stem cell research and microfluidic concepts have combined to lead to the development of microphysiological platforms representing an ever-expanding list of different human organ systems. In the context of rare diseases, these bioengineered microfluidics platforms hold promise for modeling of disorders and could prove useful in the screening and efficacy testing of existing therapeutics. Additionally, they have the potential for replacing and refining animal use for new drugs and clinical treatments, or could even act as surrogate human systems for testing of new therapeutics in the future, which could be particularly useful in populations of rare disease sufferers. This chapter will discuss the current state of tissue chip research, and challenges facing the field. Additionally, we will discuss how these devices are being used to model basic cellular and molecular phenotypes of rare diseases, holding promise to provide new tools for understanding of disease pathologies and screening and efficacy testing of potential therapeutics for drug discovery.","10.1007/978-3-319-67144-4_23",2661,"PubMed","k"
"Park Y.C. and Zhang C. and Kim S. and Mohamedi G. and Beigie C. and Nagy J.O. and Holt R.G. and Cleveland R.O. and Jeon N.L. and Wong J.Y.","Microvessels-on-a-Chip to Assess Targeted Ultrasound-Assisted Drug Delivery","ACS Appl Mater Interfaces","Microbubbles have been used in ultrasound-assisted drug delivery to help target solid tumors via blood vessels in vivo; however, studies to understand the phenomena at the cellular level and to optimize parameters for ultrasound or microbubbles in vivo are challenging and expensive to perform. Here, we utilize microfluidic microvessels-on-a-chip that enable visualization of microbubble/ultrasound-dependent drug delivery to microvasculature. When exposed to pulsed ultrasound, microbubbles perfused through microvessels-on-a-chip were observed to stably oscillate. Minimal cellular damage was observed for both microbubbles and untargeted doxorubicin-encapsulating liposomes (DOX-liposomes) perfused through chip microvessels. In contrast, passive and ultrasound-assisted perfusion of integrin-targeted DOX-liposomes induced cytotoxicity, which was only significantly enhanced for ultrasound-assisted perfusion when microbubbles were coperfused. These results suggest that stably oscillating microbubbles enhance targeted DOX-liposome internalization/cytotoxicity largely by stimulating integrin receptor endocytosis. Furthermore, our study demonstrates the utility of our microvessels-on-a-chip as a screening platform for optimizing drug dosage, targeting ligands and drugs.",NA,1218,"EMBASE","r"
"Park YC and Zhang C and Kim S and Mohamedi G and Beigie C and Nagy JO and Holt RG and Cleveland RO and Jeon NL and Wong JY","Microvessels-on-a-Chip to Assess Targeted Ultrasound-Assisted Drug Delivery.","ACS applied materials & interfaces","Microbubbles have been used in ultrasound-assisted drug delivery to help target solid tumors via blood vessels in vivo; however, studies to understand the phenomena at the cellular level and to optimize parameters for ultrasound or microbubbles in vivo are challenging and expensive to perform. Here, we utilize microfluidic microvessels-on-a-chip that enable visualization of microbubble/ultrasound-dependent drug delivery to microvasculature. When exposed to pulsed ultrasound, microbubbles perfused through microvessels-on-a-chip were observed to stably oscillate. Minimal cellular damage was observed for both microbubbles and untargeted doxorubicin-encapsulating liposomes (DOX-liposomes) perfused through chip microvessels. In contrast, passive and ultrasound-assisted perfusion of integrin-targeted DOX-liposomes induced cytotoxicity, which was only significantly enhanced for ultrasound-assisted perfusion when microbubbles were coperfused. These results suggest that stably oscillating microbubbles enhance targeted DOX-liposome internalization/cytotoxicity largely by stimulating integrin receptor endocytosis. Furthermore, our study demonstrates the utility of our microvessels-on-a-chip as a screening platform for optimizing drug dosage, targeting ligands and drugs.","10.1021/acsami.6b09071",2079,"PubMed","k"
"Shuler M.L.","Modeling life","Ann Biomed Eng","We seek to construct physical and mathematical models of life. Such models allow us to test our understanding of how living systems function and how they respond to human imposed stimuli. One system is a genomically and chemically complete model of a minimal cell. This cell is a hypothetical bacterium with the fewest number of genes possible. Such a minimal cell provides a platform to ask about the essential features of a living cell and forms a platform to investigate ""synthetic biology."" A second system is ""Body-on-a-Chip"" which is a microfabricated microfluidic system with cells or tissue constructs representing various organs in the body. It can be constructed from human or animal cells and used in drug discovery development. That model is a physical representation of a physiologically based pharmacokinetic model. Both the computer and the physical models provide insight into the underlying biology and provide new tools to make use of that understanding to provide benefits to society.",NA,2066,"EMBASE","r"
"Shuler, M.L.","Modeling life","Annals of Biomedical Engineering","We seek to construct physical and mathematical models of life. Such models allow us to test our understanding of how living systems function and how they respond to human imposed stimuli. One system is a genomically and chemically complete model of a minimal cell. This cell is a hypothetical bacterium with the fewest number of genes possible. Such a minimal cell provides a platform to ask about the essential features of a living cell and forms a platform to investigate ""synthetic biology."" A second system is ""Body-on-a-Chip"" which is a microfabricated microfluidic system with cells or tissue constructs representing various organs in the body. It can be constructed from human or animal cells and used in drug discovery development. That model is a physical representation of a physiologically based pharmacokinetic model. Both the computer and the physical models provide insight into the underlying biology and provide new tools to make use of that understanding to provide benefits to society.  2012 Biomedical Engineering Society.","10.1007/s10439-012-0567-7",2776,"Scopus","k"
"Bhagavatula S. and Banerjee P. and Sood A. and Midha V. and Thelma B.K. and Senapati S.","Multiple allelic associations from genes involved in energy metabolism were identified in celiac disease","J. Biosci","Energy metabolism is a critical factor that influences disease pathogenesis. Recent high-throughput genomic studies have enabled us to look into disease biology with greater details. Celiac disease (CD) is an inflammatory autoimmune disease where ~60 non-HLA genes were identified which in conjunction with HLA genes explain ~55% of the disease heritability. In this study we aimed to identify susceptibility energy metabolism genes and investigate their role in CD. We re-analysed published Immunochip genotyping data, which were originally analysed for CD association studies in north Indian and Dutch population. 269 energy metabolism genes were tested. Meta-analysis was done for the identified SNPs. To validate the functional implications of identified markers and/or genes, in silico functional annotation was performed. Six SNPs were identified in north Indians, of which three markers from two loci were replicated in Dutch. rs2071592 (PMeta=5.01e-75) and rs2251824 (PMeta=1.87e-14) from ATP6V1G2-NFKBIL1-DDX39B locus and rs4947331 (PMeta= 9.85e-13) from NEU1 locus were found significantly associated. Identified genes are key regulators of cellular energy metabolism and associated with several immune mediated diseases. In silico functional annotation showed significant biological relevance of these novel markers and genes. FDI approved therapeutics against ATP6V1G2 and NEU1 are currently in use to treat chronic and inflammatory diseases. This study identified two pathogenic loci, originally involved in energy metabolism. Extensive investigation showed their synergistic role in CD pathogenesis by promoting immune mediated enteric inflammation. Proposed CD pathogenesis model in this study needs to be tested through tissue-on-chip and in vivo methods to ensure its translational application.","10.1007/s12038-021-00184-0",437,"EMBASE","k"
"Bhagavatula S and Banerjee P and Sood A and Midha V and Thelma BK and Senapati S","Multiple allelic associations from genes involved in energy metabolism were identified in celiac disease.","Journal of biosciences","Energy metabolism is a critical factor that influences disease pathogenesis. Recent high-throughput genomic studies have enabled us to look into disease biology with greater details. Celiac disease (CD) is an inflammatory autoimmune disease where ~60 non-HLA genes were identified which in conjunction with HLA genes explain ~55% of the disease heritability. In this study we aimed to identify susceptibility energy metabolism genes and investigate their role in CD. We re-analysed published Immunochip genotyping data, which were originally analysed for CD association studies in north Indian and Dutch population. 269 energy metabolism genes were tested. Meta-analysis was done for the identified SNPs. To validate the functional implications of identified markers and/or genes, in silico functional annotation was performed. Six SNPs were identified in north Indians, of which three markers from two loci were replicated in Dutch. rs2071592 (P(Meta)=5.01e-75) and rs2251824 (P(Meta)=1.87e-14) from ATP6V1G2-NFKBIL1-DDX39B locus and rs4947331 (P(Meta)= 9.85e-13) from NEU1 locus were found significantly associated. Identified genes are key regulators of cellular energy metabolism and associated with several immune mediated diseases. In silico functional annotation showed significant biological relevance of these novel markers and genes. FDI approved therapeutics against ATP6V1G2 and NEU1 are currently in use to treat chronic and inflammatory diseases. This study identified two pathogenic loci, originally involved in energy metabolism. Extensive investigation showed their synergistic role in CD pathogenesis by promoting immune mediated enteric inflammation. Proposed CD pathogenesis model in this study needs to be tested through tissue-on-chip and in vivo methods to ensure its translational application.",NA,2542,"PubMed","r"
"Budhwani, Karim I. and Oliver, Patsy G. and Buchsbaum, Donald J. and Thomas, Vinoy","Novel Biomimetic Microphysiological Systems for Tissue Regeneration and Disease Modeling",NA,"Biomaterials engineered to closely mimic morphology, architecture, and nanofeatures of naturally occurring in vivo extracellular matrices (ECM) have gained much interest in regenerative medicine and in vitro biomimetic platforms. Similarly, microphysiological systems (MPS), such as lab-chip, have drummed up momentum for recapitulating precise biomechanical conditions to model the in vivo microtissue environment. However, porosity of in vivo scaffolds regulating barrier and interface functions is generally absent in lab-chip systems, or otherwise introduces considerable cost, complexity, and an unrealistic uniformity in pore geometry. We address this by integrating electrospun nanofibrous porous scaffolds in MPS to develop the lab-on-a-brane (LOB) MPS for more effectively modeling transport, air-liquid interface, and tumor progression and for personalized medicine applications.","10.1007/978-981-13-0947-2\_6",4050,"Web of Science","r"
"Budhwani KI and Oliver PG and Buchsbaum DJ and Thomas V","Novel Biomimetic Microphysiological Systems for Tissue Regeneration and Disease Modeling.","Advances in experimental medicine and biology","Biomaterials engineered to closely mimic morphology, architecture, and nanofeatures of naturally occurring in vivo extracellular matrices (ECM) have gained much interest in regenerative medicine and in vitro biomimetic platforms. Similarly, microphysiological systems (MPS), such as lab-chip, have drummed up momentum for recapitulating precise biomechanical conditions to model the in vivo microtissue environment. However, porosity of in vivo scaffolds regulating barrier and interface functions is generally absent in lab-chip systems, or otherwise introduces considerable cost, complexity, and an unrealistic uniformity in pore geometry. We address this by integrating electrospun nanofibrous porous scaffolds in MPS to develop the lab-on-a-brane (LOB) MPS for more effectively modeling transport, air-liquid interface, and tumor progression and for personalized medicine applications.","10.1007/978-981-13-0947-2_6",3927,"PubMed","k"
"Tourlomousis, F. and Chang, R.C.","Numerical investigation of dynamic microorgan devices as drug screening platforms. Part I: Macroscale modeling approach & validation","Biotechnology and Bioengineering","The dynamic nature of in vitro drug metabolism models demands reliable numerical tools to determine key design parameter values towards high-fidelity cell-based platforms of in vivo drug metabolism. This paper represents the first of a two-part model-based investigation of a 3D dynamic microorgan device (DMD). The prescribed tissue model in this paper is precisely embedded within a DMD by 3D bioprinting hydrogel encapsulated liver cells into a patterned array of microchannels. A perfusing drug substrate is biotransformed by liver cells encapsulated within porous hydrogel walls. Therefore, the free and porous flow regime equations are first solved in tandem to derive the laminar velocity profile and wall shear stresses in the entire shear-mediated flow regime. These equations are then coupled with a convection-diffusion equation and Michaelis-Menten reaction terms, resulting in an effective convection-diffusion-cell kinetics model. A key consideration addressed herein is mechanotransduction where shear stresses on the encapsulated cells alter subcellular liver enzyme reaction rates. Cells are incorporated into the geometric model implicitly (macroscale) as enzyme reaction structures uniformly distributed throughout the DMD length. Transient simulations enable effluent drug metabolite profile determination wherein the proposed macroscale modeling approach is validated with an experimental drug flow study.  2016 Wiley Periodicals, Inc.","10.1002/bit.25822",2105,"Scopus","u"
"Tourlomousis, F. and Chang, R.C.","Numerical investigation of dynamic microorgan devices as drug screening platforms. Part II: Microscale modeling approach and validation","Biotechnology and Bioengineering","The authors have previously reported a rigorous macroscale modeling approach for an in vitro 3D dynamic microorgan device (DMD). This paper represents the second of a two-part model-based investigation where the effect of microscale (single liver cell-level) shear-mediated mechanotransduction on drug biotransformation is deconstructed. Herein, each cell is explicitly incorporated into the geometric model as single compartmentalized metabolic structures. Each cell's metabolic activity is coupled with the microscale hydrodynamic Wall Shear Stress (WSS) simulated around the cell boundary through a semi-empirical polynomial function as an additional reaction term in the mass transfer equations. Guided by the macroscale model-based hydrodynamics, only 9 cells in 3 representative DMD domains are explicitly modeled. Dynamic and reaction similarity rules based on non-dimensionalization are invoked to correlate the numerical and empirical models, accounting for the substrate time scales. The proposed modeling approach addresses the key challenge of computational cost towards modeling complex large-scale DMD-type system with prohibitively high cell densities. Transient simulations are implemented to extract the drug metabolite profile with the microscale modeling approach validated with an experimental drug flow study. The results from the author's study demonstrate the preferred implementation of the microscale modeling approach over that of its macroscale counterpart. Biotechnol. Bioeng. 2016;113: 623-634.  2015 Wiley Periodicals, Inc. A) Microscale modeling approach concept schematic, where only 9 encapsulated cells are modeled explicitly as voids at three DMD regimes along the length of the hydrogel-based microchannel wall. B) Hydrodynamics are characterized through WSS contour maps for a prescribed drug flow study. C) Mass transfer and Pharmacokinetics are characterized through species concentration contour maps. D) This yields a cell kinetics-convection-diffusion model that allows the prediction of the metabolite concentration profile at the DMD outlet with and without the mechanotransduction effect included.  2016 Wiley Periodicals, Inc.","10.1002/bit.25824",2109,"Scopus","u"
"van de Stolpe, Anja","On the origin and destination of cancer stem cells: a conceptual evaluation","AMERICAN JOURNAL OF CANCER RESEARCH","Despite remaining uncertainties and ongoing research it is possible to draw up a model for the role of (cancer) stem cells in both the initiation and progression of cancer towards metastasis. The cancer stem cell of origin and the cancer stem cell are, despite phenotypic similarities, genotypically different entities. Given the right circumstances provided by a combination of genomic changes and biochemical and physical interactions with its microenvironment, an epithelial cancer cell may undergo a phenotypic epithelial mesenchymal transition (EMT) towards a cancer stem cell. This transition conveys upon the cell crucial stem cell-like abilities which facilitate migration into the blood circulation as an individual circulating tumor cell, survive there, and subsequently seed into organ tissue where, once more in close interaction with its microenvironment, the process of clonal self renewal may start, leading to a metastatic tumor. Both in the primary tumor as well as in the metastatic tumor, partial differentiation of the cancer stem cell progeny leads to phenotypic heterogeneity. Throughout this complex process of cancer metastasis similarities with the way stem cells function during embryonic development, including the signaling pathways that mediate these functions, are evident. Deeper insight in the EMT process, plasticity of the resulting cancer stem cells, and the role of cancer stem cells in the metastatic process is expected to lead to novel anti-metastatic cancer therapies. Emerging human in vitro cancer models in the form of ``organ-on-a-chip{''} may contribute valuable novel research tools to achieve this aim.",NA,3354,"Web of Science","r"
