"author","title","journal","abstract","doi","ID","database","status"
"Han, Fei and Zheng, Yichao and Ho, Amanda and Ma, Shaohua and Sandberg, Johan K. and Leeansyah, Edwin","MAIT Cell Loss and Reconstitution in HIV-1 Disease","CRITICAL REVIEWS IN IMMUNOLOGY","Mucosa-associated invariant T (MAIT) cells are unconventional innate-like 1 cells that recognize microbial riboflavin-related metabolites presented by the evolutionarily conserved MHC class I-related (MR1) molecule. MAIT cells are abundant in circulation and mucosal tissues and are poised to mount rapid effector responses against diverse microbial organisms. Despite the absence of virally encoded riboflavin-related metabolite antigens, MAIT cells can respond to viral infections in an MR1-independent and cytokine-dependent manner. In chronic HIV-1 infection, MAIT cells are persistently depleted and functionally exhausted. Long-term effective combination antiretroviral therapy can only partially rescue MAIT cell numbers and dysfunction. Our understanding of the mechanisms underlying MAIT cell loss in HIV-1 infection is still incomplete, and to date, few effective strategies to recover their loss in humans are available. Here, we review current knowledge concerning the mechanisms of MAIT cell responses and loss in different stages of HIV-1 infection and how we may potentially develop strategies to restore these cells in the clinical setting. We further discuss novel strategies that may aid future investigations into MAIT cell immunobiology in HIV-1 infection, including the potential use of three-dimensional organoid models to dissect the mechanisms of MAIT cell depletion and to explore interventions that may restore their numbers and functionality.",NA,24982,"Web of Science","r"
"Han F and Zheng Y and Ho A and Ma S and Sandberg JK and Leeansyah E","MAIT Cell Loss and Reconstitution in HIV-1 Disease.","Critical reviews in immunology","Mucosa-associated invariant T (MAIT) cells are unconventional innate-like T cells that recognize microbial riboflavin-related metabolites presented by the evolutionarily conserved MHC class I-related (MR1) molecule. MAIT cells are abundant in circulation and mucosal tissues and are poised to mount rapid effector responses against diverse microbial organisms. Despite the absence of virally encoded riboflavin-related metabolite antigens, MAIT cells can respond to viral infections in an MR1-independent and cytokine-dependent manner. In chronic HIV-1 infection, MAIT cells are persistently depleted and functionally exhausted. Long-term effective combination antiretroviral therapy can only partially rescue MAIT cell numbers and dysfunction. Our understanding of the mechanisms underlying MAIT cell loss in HIV-1 infection is still incomplete, and to date, few effective strategies to recover their loss in humans are available. Here, we review current knowledge concerning the mechanisms of MAIT cell responses and loss in different stages of HIV-1 infection and how we may potentially develop strategies to restore these cells in the clinical setting. We further discuss novel strategies that may aid future investigations into MAIT cell immunobiology in HIV-1 infection, including the potential use of three-dimensional organoid models to dissect the mechanisms of MAIT cell depletion and to explore interventions that may restore their numbers and functionality.","10.1615/critrevimmunol.2022042906",17689,"PubMed","k"
"Huebner R.J. and Neumann N.M. and Ewald A.J.","Mammary epithelial tubes elongate through MAPK-dependent coordination of cell migration","J. Cell Sci","Mammary branching morphogenesis is regulated by receptor tyrosine kinases (RTKs). We sought to determine how these RTK signals alter proliferation and migration to accomplish tube elongation in mouse. Both behaviors occur but it has been difficult to determine their relative contribution to elongation in vivo, as mammary adipocytes scatter light and limit the depth of optical imaging. Accordingly, we utilized 3D culture to study elongation in an experimentally accessible setting. We first used antibodies to localize RTK signals and discovered that phosphorylated ERK1/2 (pERK) was spatially enriched in cells near the front of elongating ducts, whereas phosphorylated AKT was ubiquitous. We next observed a gradient of cell migration speeds from rear to front of elongating ducts, with the front characterized by both high pERK and the fastest cells. Furthermore, cells within elongating ducts oriented both their protrusions and their migration in the direction of tube elongation. By contrast, cells within the organoid body were isotropically protrusive. We next tested the requirement for proliferation and migration. Early inhibition of proliferation blocked the creation of migratory cells, whereas late inhibition of proliferation did not block continued duct elongation. By contrast, pharmacological inhibition of either MEK or Rac1 signaling acutely blocked both cell migration and duct elongation. Finally, conditional induction of MEK activity was sufficient to induce collective cell migration and ductal elongation. Our data suggest a model for ductal elongation in which RTK-dependent proliferation creates motile cells with high pERK, the collective migration of which acutely requires both MEK and Rac1 signaling.Copyright 2016. Published by The Company of Biologists Ltd Journal of Cell Science.","10.1242/jcs.189266",7533,"EMBASE","r"
"Huebner RJ and Neumann NM and Ewald AJ","Mammary epithelial tubes elongate through MAPK-dependent coordination of cell migration.","Development (Cambridge, England)","Mammary branching morphogenesis is regulated by receptor tyrosine kinases (RTKs). We sought to determine how these RTK signals alter proliferation and migration to accomplish tube elongation in mouse. Both behaviors occur but it has been difficult to determine their relative contribution to elongation in vivo, as mammary adipocytes scatter light and limit the depth of optical imaging. Accordingly, we utilized 3D culture to study elongation in an experimentally accessible setting. We first used antibodies to localize RTK signals and discovered that phosphorylated ERK1/2 (pERK) was spatially enriched in cells near the front of elongating ducts, whereas phosphorylated AKT was ubiquitous. We next observed a gradient of cell migration speeds from rear to front of elongating ducts, with the front characterized by both high pERK and the fastest cells. Furthermore, cells within elongating ducts oriented both their protrusions and their migration in the direction of tube elongation. By contrast, cells within the organoid body were isotropically protrusive. We next tested the requirement for proliferation and migration. Early inhibition of proliferation blocked the creation of migratory cells, whereas late inhibition of proliferation did not block continued duct elongation. By contrast, pharmacological inhibition of either MEK or Rac1 signaling acutely blocked both cell migration and duct elongation. Finally, conditional induction of MEK activity was sufficient to induce collective cell migration and ductal elongation. Our data suggest a model for ductal elongation in which RTK-dependent proliferation creates motile cells with high pERK, the collective migration of which acutely requires both MEK and Rac1 signaling.","10.1242/dev.127944",15124,"PubMed","k"
"Pant, N.C. and Agarrwal, R. and Agrawal, S.","Mannitol-induced drought stress on calli of Trigonella foenum-graecum L. Var. RMt-303","Indian Journal of Experimental Biology","Different explants of fenugreek, T. foenum-graecum L. (Var. RMt-303), were compared for their callus induction and subsequent shoot regeneration capabilities on Murashige and Skoog media supplemented with different phytohormones in varying concentration. The highest percentage of callus induction frequency was observed in 1ppm benzylaminopurine (BAP). Maximum shoots were induced on media supplemented with 0.5ppm BAP using leaf and stem tissues as explants. However, root tissues showed only callusing with no subsequent shooting. Cotyledonary node responded better than hypocotyls in terms of shoot induction on media supplemented with thidiazuron (0.1ppm). The callus was subjected to drought stress as simulated by reduced water potential of growth media due to addition of mannitol. Calli could withstand-2 MPa water potential till 30 days indicating that the drought stress tolerance mechanisms are functional in this variety. Chlorophyll a and b and total chlorophyll, proline and total phenolic contents, total peroxidase and catalase activities increased under stress conditions suggesting the tolerance of callus to drought stress. However, ascorbate peroxidase, guaiacol peroxidase activities were found to decrease slightly. Malondialdehyde and H2O2contents were found to decrease while only a slight disturbance was found in membrane stability index. These results underline the mechanisms that are crucial for drought stress tolerance in fenugreek. , National Institute of Science Communication. All rights reserved.",NA,38017,"Scopus","r"
"Pant NC and Agarrwal R and Agrawal S","Mannitol-induced drought stress on calli of Trigonellafoenum-graecum L. Var. RMt-303.","Indian journal of experimental biology","Different explants of fenugreek, T. foenum-graecum L. (Var. RMt-303), were compared for their callus induction and subsequent shoot regeneration capabilities on Murashige and Skoog media supplemented with different phytohormones in varying concentration. The highest percentage of callus induction frequency was observed in 1 ppm benzylaminopurine (BAP). Maximum shoots were induced on media supplemented with 0.5 ppm BAP using leaf and stem tissues as explants. However, root tissues showed only callusing with no subsequent shooting. Cotyledonary node responded better than hypocotyls in terms of shoot induction on media supplemented with thidiazuron (0.1 ppm). The callus was subjected to drought stress as simulated by reduced water potential of growth media due to addition of mannitol. Calli could withstand -2 MPa water potential till 30 days indicating that the drought stress tolerance mechanisms are functional in this variety. Chlorophyll a and b and total chlorophyll, proline and total phenolic contents, total peroxidase and catalase activities increased under stress conditions suggesting the tolerance of callus to drought stress. However, ascorbate peroxidase, guaiacol peroxidase activities were found to decrease slightly. Malondialdehyde and H2O2 contents were found to decrease while only a slight disturbance was found in membrane stability index. These results underline the mechanisms that are crucial for drought stress tolerance in fenugreek.",NA,16941,"PubMed","k"
"Chlumska A. and Ondrias F.","Mediastinal ganglioneuroma with perineural cell differentiation. Report of a case","Cesk Patol","An unusual case of ganglioneuroma with perineural cell differentiation is presented. The tumor was removed from the mediastinum in a 34-year-old male patient. Histologically, it contained neuroid bundles of bland spindle cells, scattered ganglion cells, and some foci of adipocytic metaplasia. Immunohistochemically, the tumor showed expected expressions of S100 protein, neurofilament protein and calretinin. In addition, many spindle cells were positive for perineural cell markers EMA, claudin-1, and GLUT-1. These cells were often arranged in an organoid fashion around the schwannoid bundles. This case indicates that the cells of ganglioneuroma can mature simultaneously towards both Schwann cell and perineural cell phenotypes.",NA,8045,"EMBASE","r"
"Chlumsk A and Ondria F","Mediastinal ganglioneuroma with perineural cell differentiation. Report of a case.","Ceskoslovenska patologie","An unusual case of ganglioneuroma with perineural cell differentiation is presented. The tumor was removed from the mediastinum in a 34-year-old male patient. Histologically, it contained neuroid bundles of bland spindle cells, scattered ganglion cells, and some foci of adipocytic metaplasia. Immunohistochemically, the tumor showed expected expressions of S100 protein, neurofilament protein and calretinin. In addition, many spindle cells were positive for perineural cell markers EMA, claudin-1, and GLUT-1. These cells were often arranged in an organoid fashion around the schwannoid bundles. This case indicates that the cells of ganglioneuroma can mature simultaneously towards both Schwann cell and perineural cell phenotypes.",NA,16472,"PubMed","k"
"Chlumsk, A. and Ondria, F.","Mediastinal ganglioneuroma with perineural cell differentiation. Report of a case.","Ceskoslovensk patologie","An unusual case of ganglioneuroma with perineural cell differentiation is presented. The tumor was removed from the mediastinum in a 34-year-old male patient. Histologically, it contained neuroid bundles of bland spindle cells, scattered ganglion cells, and some foci of adipocytic metaplasia. Immunohistochemically, the tumor showed expected expressions of S100 protein, neurofilament protein and calretinin. In addition, many spindle cells were positive for perineural cell markers EMA, claudin-1, and GLUT-1. These cells were often arranged in an organoid fashion around the schwannoid bundles. This case indicates that the cells of ganglioneuroma can mature simultaneously towards both Schwann cell and perineural cell phenotypes.",NA,38294,"Scopus","r"
"Chang P. and Zhang B. and Shao L. and Song W. and Shi W. and Wang L. and Xu T. and Li D. and Gao X. and Qu Y. and Dong L. and Wang J.","Mesenchymal stem cells over-expressing cxcl12 enhance the radioresistance of the small intestine","Cell Death Dis","The chemokine C-X-C motif chemokine 12 (CXCL12) greatly impacts various biological processes in mammals,including cell survival, growth and migration. Mesenchymal stem cells (MSCs) are promising tools for carrying foreigngenes to treat radiation-induced injuries in the intestinal epithelium. In this study, human adipose-derived MSCs wereconstructed to over-express the mouse cxcl12 gene to treat such injuries. In vitro, because of the high levels of mouseCXCL12 in conditioned medium produced by mouse cxcl12 gene-modified cells, phosphorylation of Akt at Ser473 andErk1/2 at Thr202/Thr204 was increased within crypt cells of irradiated organoids compared with unmodified controls.Moreover, intracellular stabilization of s-caenin was achieved after treatment of mouse cxcl12 gene-modified cells with conditioned medium. As a result, survival of crypt cells was maintained and their proliferation was promoted.When delivering mouse cxcl12 gene-modified cells into irradiated BALB/c nude mice, mice were rescued despite the clearance of cells from the host within 1 week. Irradiated mice that received mouse cxcl12 gene-modified MSCs exhibited reduced serum levels of interleukin-1a (IL-1a) and IL-6 as well as elevated levels of CXCL12. Additionally,epithelial recovery from radiation stress was accelerated compared with the irradiated-alone controls. Moreover,mouse cxcl12 gene-modified MSCs were superior to unmodified cells at strengthening host repair responses to radiation stress as well as presenting increased serum CXCL12 levels and decreased serum IL-1a levels. Furthermore,the number of crypt cells that were positive for phosphorylated Akt at Ser473 and phosphorylated Erk1/2 at Thr202/ Thr204 increased following treatment with mouse cxcl12 gene-modified MSCs. Thus, cxcl12 gene-modified MSCs confer radioresistance to the intestinal epithelium.Copyright 2018 The Author(s).","10.1038/s41419_017_0222_1",6477,"EMBASE","r"
"Chang P and Zhang B and Shao L and Song W and Shi W and Wang L and Xu T and Li D and Gao X and Qu Y and Dong L and Wang J","Mesenchymal stem cells over-expressing cxcl12 enhance the radioresistance of the small intestine.","Cell death & disease","The chemokine C-X-C motif chemokine 12 (CXCL12) greatly impacts various biological processes in mammals, including cell survival, growth and migration. Mesenchymal stem cells (MSCs) are promising tools for carrying foreign genes to treat radiation-induced injuries in the intestinal epithelium. In this study, human adipose-derived MSCs were constructed to over-express the mouse cxcl12 gene to treat such injuries. In vitro, because of the high levels of mouse CXCL12 in conditioned medium produced by mouse cxcl12 gene-modified cells, phosphorylation of Akt at Ser473 and Erk1/2 at Thr202/Thr204 was increased within crypt cells of irradiated organoids compared with unmodified controls. Moreover, intracellular stabilization of -catenin was achieved after treatment of mouse cxcl12 gene-modified cells with conditioned medium. As a result, survival of crypt cells was maintained and their proliferation was promoted. When delivering mouse cxcl12 gene-modified cells into irradiated BALB/c nude mice, mice were rescued despite the clearance of cells from the host within 1 week. Irradiated mice that received mouse cxcl12 gene-modified MSCs exhibited reduced serum levels of interleukin-1 (IL-1) and IL-6 as well as elevated levels of CXCL12. Additionally, epithelial recovery from radiation stress was accelerated compared with the irradiated-alone controls. Moreover, mouse cxcl12 gene-modified MSCs were superior to unmodified cells at strengthening host repair responses to radiation stress as well as presenting increased serum CXCL12 levels and decreased serum IL-1 levels. Furthermore, the number of crypt cells that were positive for phosphorylated Akt at Ser473 and phosphorylated Erk1/2 at Thr202/Thr204 increased following treatment with mouse cxcl12 gene-modified MSCs. Thus, cxcl12 gene-modified MSCs confer radioresistance to the intestinal epithelium.","10.1038/s41419-017-0222-1",17725,"PubMed","k"
"Chanda, Diptiman and Rehan, Mohammad and Smith, Samuel R. and Dsouza, Kevin G. and Wang, Yong and Bernard, Karen and Kurundkar, Deepali and Memula, Vinayak and Kojima, Kyoko and Mobley, James A. and Benavides, Gloria A. and Darley-Usmar, Victor and Kim, Young-iL and Zmijewski, Jaroslaw W. and Deshane, Jessy S. and De Langhe, Stijn and Thannickal, Victor J.","Mesenchymal stromal cell aging impairs the self-organizing capacity of lung alveolar epithelial stem cells","ELIFE","Multicellular organisms maintain structure and function of tissues/organs through emergent, self-organizing behavior. In this report, we demonstrate a critical role for lung mesenchymal stromal cell (L-MSC) aging in determining the capacity to form three-dimensional organoids or `alveolospheres' with type 2 alveolar epithelial cells (AEC2s). In contrast to L-MSCs from aged mice, young L-MSCs support the efficient formation of alveolospheres when co-cultured with young or aged AEC2s. Aged L-MSCs demonstrated features of cellular senescence, altered bioenergetics, and a senescence-associated secretory profile (SASP). The reactive oxygen species generating enzyme, NADPH oxidase 4 (Nox4), was highly activated in aged L-MSCs and Nox4 downregulation was sufficient to, at least partially, reverse this age-related energy deficit, while restoring the self-organizing capacity of alveolospheres. Together, these data indicate a critical role for cellular bioenergetics and redox homeostasis in an organoid model of self-organization and support the concept of thermodynamic entropy in aging biology. eLife digest Many tissues in the body are capable of regenerating by replacing defective or worn-out cells with new ones. This process relies heavily on stem cells, which are precursor cells that lack a set role in the body and can develop into different types of cells under the right conditions. Tissues often have their own pool of stem cells that they use to replenish damaged cells. But as we age, this regeneration process becomes less effective. Many of our organs, such as the lungs, are lined with epithelial cells. These cells form a protective barrier, controlling what substances get in and out of the tissue. Alveoli are parts of the lungs that allow oxygen and carbon dioxide to move between the blood and the air in the lungs. And alveoli rely on an effective epithelial cell lining to work properly. To replenish these epithelial cells, alveoli have pockets, in which a type of epithelial cell, known as AEC2, lives. These cells can serve as stem cells, developing into a different type of cell under the right conditions. To work properly, AEC2 cells require close interactions with another type of cell called L-MSC, which supports the maintenance of other cells and also has the ability to differentiate into several other cell types. Both cell types can be found close together in these stem cell pockets. So far, it has been unclear how aging affects how these cells work together to replenish the epithelial lining of the alveoli. To investigate, Chanda et al. probed AEC2s and L-MSCs in the alveoli of young and old mice. The researchers collected both cell types from young (2-3 months) and aged (22-24 months) mice. Various combinations of these cells were grown to form 3D structures, mimicking how the cells grow in the lungs. Young L-MSCs formed normal 3D structures with both young and aged AEC2 cells. But aged L-MSCs developed abnormal, loose structures with AEC2 cells (both young and old cells). Aged L-MSCs were found to have higher levels of an enzyme (called Nox4) that produces oxidants and other `pro-aging' factors, compared to young L-MSCs. However, reducing Nox4 levels in aged L-MSCs allowed these cells to form normal 3D structures with young AEC2 cells, but not aged AEC2 cells. These findings highlight the varying effects specific stem cells have, and how their behaviour is affected by pro-aging factors. Moreover, the pro-aging enzyme Nox4 shows potential as a therapeutic target - downregulating its activity may reverse critical effects of aging in cells.","10.7554/elife.68049; 10.7554/elife.68049.sa1; 10.7554/elife.68049.sa2",28510,"Web of Science","r"
"Chanda D and Rehan M and Smith SR and Dsouza KG and Wang Y and Bernard K and Kurundkar D and Memula V and Kojima K and Mobley JA and Benavides GA and Darley-Usmar V and Kim YI and Zmijewski JW and Deshane JS and De Langhe S and Thannickal VJ","Mesenchymal stromal cell aging impairs the self-organizing capacity of lung alveolar epithelial stem cells.","eLife","Multicellular organisms maintain structure and function of tissues/organs through emergent, self-organizing behavior. In this report, we demonstrate a critical role for lung mesenchymal stromal cell (L-MSC) aging in determining the capacity to form three-dimensional organoids or 'alveolospheres' with type 2 alveolar epithelial cells (AEC2s). In contrast to L-MSCs from aged mice, young L-MSCs support the efficient formation of alveolospheres when co-cultured with young or aged AEC2s. Aged L-MSCs demonstrated features of cellular senescence, altered bioenergetics, and a senescence-associated secretory profile (SASP). The reactive oxygen species generating enzyme, NADPH oxidase 4 (Nox4), was highly activated in aged L-MSCs and Nox4 downregulation was sufficient to, at least partially, reverse this age-related energy deficit, while restoring the self-organizing capacity of alveolospheres. Together, these data indicate a critical role for cellular bioenergetics and redox homeostasis in an organoid model of self-organization and support the concept of thermodynamic entropy in aging biology.","10.7554/elife.68049",15260,"PubMed","k"
"Freedman B.S.","Modeling kidney disease with iPS cells","Biomarker Insights","Induced pluripotent stem cells (iPSCs) are somatic cells that have been transcriptionally reprogrammed to an embryonic stem cell (ESC)-like state. iPSCs are a renewable source of diverse somatic cell types and tissues matching the original patient, including nephron-like kidney organoids.iPSCs have been derived representing several kidney disorders, such as ADPKD, ARPKD, Alport syndrome, and lupus nephritis, with the goals of gen-erating replacement tissue and 'disease in a dish' laboratory models. Cellular defects in iPSCs and derived kidney organoids provide functional, personal-ized biomarkers, which can be correlated with genetic and clinical information. In proof of principle, disease-specific phenotypes have been described in iPSCs and ESCs with mutations linked to polycystic kidney disease or focal segmental glomerulosclerosis. In addition, these cells can be used to model nephrotoxic chemical injury. Recent advances in directed differentiation and CRISPR genome editing enable more specific iPSC models and present new possibilities for diagnostics, disease modeling, therapeutic screens, and tissue regeneration using human cells. This review outlines growth opportunities and design strategies for this rapidly expanding and evolving field.Copyright the authors, publisher and licensee Libertas Academica Limited.","10.4137/bmi.s20054",7778,"EMBASE","k"
"Freedman, Benjamin S.","Modeling Kidney Disease with iPS Cells","BIOMARKER INSIGHTS","Induced pluripotent stem cells (iPSCs) are somatic cells that have been transcriptionally reprogrammed to an embryonic stem cell (ESC)like state. iPSCs are a renewable source of diverse somatic cell types and tissues matching the original patient, including nephron-like kidney organoids. iPSCs have been derived representing several kidney disorders, such as ADPKD, ARPKD, Alport syndrome, and lupus nephritis, with the goals of generating replacement tissue and `disease in a dish' laboratory models. Cellular defects in iPSCs and derived kidney organoids provide functional, personalized biomarkers, which can be correlated with genetic and clinical information. In proof of principle, disease-specific phenotypes have been described in iPSCs and ESCs with mutations linked to polycystic kidney disease or focal segmental glomerulosclerosis. In addition, these cells can be used to model nephrotoxic chemical injury. Recent advances in directed differentiation and CRISPR genome editing enable more specific iPSC models and present new possibilities for diagnostics, disease modeling, therapeutic screens, and tissue regeneration using human cells. This review outlines growth opportunities and design strategies for this rapidly expanding and evolving field.","10.4137/bmimi.s20054",26918,"Web of Science","r"
"Rawlings, Thomas M. and Makwana, Komal and Taylor, Deborah M. and Mole, Matteo A. and Fishwick, Katherine J. and Tryfonos, Maria and Odendaal, Joshua and Hawkes, Amelia and Zernicka-Goetz, Magdalena and Hartshorne, Geraldine M. and Brosens, Jan J. and Lucas, Emma S.","Modelling the impact of decidual senescence on embryo implantation in human endometrial assembloids","ELIFE","Decidual remodelling of midluteal endometrium leads to a short implantation window after which the uterine mucosa either breaks down or is transformed into a robust matrix that accommodates the placenta throughout pregnancy. To gain insights into the underlying mechanisms, we established and characterized endometrial assembloids, consisting of gland-like organoids and primary stromal cells. Single-cell transcriptomics revealed that decidualized assembloids closely resemble midluteal endometrium, harbouring differentiated and senescent subpopulations in both glands and stroma. We show that acute senescence in glandular epithelium drives secretion of multiple canonical implantation factors, whereas in the stroma it calibrates the emergence of anti-inflammatory decidual cells and pro-inflammatory senescent decidual cells. Pharmacological inhibition of stress responses in pre-decidual cells accelerated decidualization by eliminating the emergence of senescent decidual cells. In co-culture experiments, accelerated decidualization resulted in entrapment of collapsed human blastocysts in a robust, static decidual matrix. By contrast, the presence of senescent decidual cells created a dynamic implantation environment, enabling embryo expansion and attachment, although their persistence led to gradual disintegration of assembloids. Our findings suggest that decidual senescence controls endometrial fate decisions at implantation and highlight how endometrial assembloids may accelerate the discovery of new treatments to prevent reproductive failure. eLife digest At the beginning of a human pregnancy, the embryo implants into the uterus lining, known as the endometrium. At this point, the endometrium transforms into a new tissue that helps the placenta to form. Problems in this transformation process are linked to pregnancy disorders, many of which can lead to implantation failure (the embryo fails to invade the endometrium altogether) or recurrent miscarriages (the embryo implants successfully, but the interface between the placenta and the endometrium subsequently breaks down). Studying the implantation of human embryos directly is difficult due to ethical and technical barriers, and animals do not perfectly mimic the human process, making it challenging to determine the causes of pregnancy disorders. However, it is likely that a form of cellular arrest called senescence, in which cells stop dividing but remain metabolically active, plays a role. Indeed, excessive senescence in the cells that make up the endometrium is associated with recurrent miscarriage, while a lack of senescence is associated with implantation failure. To study this process, Rawlings et al. developed a new laboratory model of the human endometrium by assembling two of the main cell types found in the tissue into a three-dimensional structure. When treated with hormones, these `assembloids' successfully mimic the activity of genes in the cells of the endometrium during implantation. Rawlings et al. then exposed the assembloids to the drug dasatinib, which targets and eliminates senescent cells. This experiment showed that assembloids become very robust and static when devoid of senescent cells. Rawlings et al. then studied the interaction between embryos and assembloids using time-lapse imaging. In the absence of dasatinib treatment, cells in the assembloid migrated towards the embryo as it expanded, a process required for implantation. However, when senescent cells were eliminated using dasatinib, this movement of cells towards the embryo stopped, and the embryo failed to expand, in a situation that mimicks implantation failure. The assembloid model of the endometrium may help scientists to study endometrial defects in the lab and test potential treatments. Further work will include other endometrial cell types in the assembloids, and could help increase the reliability of the model. However, any drug treatments identified using this model will need further research into their safety and effectiveness before they can be offered to patients.","10.7554/elife.69603; 10.7554/elife.69603.sa1; 10.7554/elife.69603.sa2",22847,"Web of Science","r"
"Rawlings TM and Makwana K and Taylor DM and Mol MA and Fishwick KJ and Tryfonos M and Odendaal J and Hawkes A and Zernicka-Goetz M and Hartshorne GM and Brosens JJ and Lucas ES","Modelling the impact of decidual senescence on embryo implantation in human endometrial assembloids.","eLife","Decidual remodelling of midluteal endometrium leads to a short implantation window after which the uterine mucosa either breaks down or is transformed into a robust matrix that accommodates the placenta throughout pregnancy. To gain insights into the underlying mechanisms, we established and characterized endometrial assembloids, consisting of gland-like organoids and primary stromal cells. Single-cell transcriptomics revealed that decidualized assembloids closely resemble midluteal endometrium, harbouring differentiated and senescent subpopulations in both glands and stroma. We show that acute senescence in glandular epithelium drives secretion of multiple canonical implantation factors, whereas in the stroma it calibrates the emergence of anti-inflammatory decidual cells and pro-inflammatory senescent decidual cells. Pharmacological inhibition of stress responses in pre-decidual cells accelerated decidualization by eliminating the emergence of senescent decidual cells. In co-culture experiments, accelerated decidualization resulted in entrapment of collapsed human blastocysts in a robust, static decidual matrix. By contrast, the presence of senescent decidual cells created a dynamic implantation environment, enabling embryo expansion and attachment, although their persistence led to gradual disintegration of assembloids. Our findings suggest that decidual senescence controls endometrial fate decisions at implantation and highlight how endometrial assembloids may accelerate the discovery of new treatments to prevent reproductive failure.","10.7554/elife.69603",10338,"PubMed","k"
"Okkelman, Irina A. and Foley, Tara and Papkovsky, Dmitri B. and Dmitriev, Ruslan I.","Multi-Parametric Imaging of Hypoxia and Cell Cycle in Intestinal Organoid Culture",NA,"Dynamics of oxygenation of tissue and stem cell niches are important for understanding physiological function of the intestine in normal and diseased states. Only a few techniques allow live visualization of tissue hypoxia at cellular level and in three dimensions. We describe an optimized protocol, which uses cell-penetrating O-2-sensitive probe, Pt-Glc and phosphorescence lifetime imaging microscopy (PLIM), to analyze O-2 distribution in mouse intestinal organoids. Unlike the other indirect and end-point hypoxia stains, or point measurements with microelectrodes, this method provides high-resolution real-time visualization of O-2 in organoids. Multiplexing with conventional fluorescent live cell imaging probes such as the Hoechst 33342-based FLIM assay of cell proliferation, and immunofluorescence staining of endogenous proteins, allows analysis of key physiologic parameters under O-2 control in organoids. The protocol is useful for gastroenterology and physiology of intestinal tissue, hypoxia research, regenerative medicine, studying host-microbiota interactions and bioenergetics.","10.1007/978-3-319-67358-5\_6",24149,"Web of Science","r"
"Okkelman IA and Foley T and Papkovsky DB and Dmitriev RI","Multi-Parametric Imaging of Hypoxia and Cell Cycle in Intestinal Organoid Culture.","Advances in experimental medicine and biology","Dynamics of oxygenation of tissue and stem cell niches are important for understanding physiological function of the intestine in normal and diseased states. Only a few techniques allow live visualization of tissue hypoxia at cellular level and in three dimensions. We describe an optimized protocol, which uses cell-penetrating O(2)-sensitive probe, Pt-Glc and phosphorescence lifetime imaging microscopy (PLIM), to analyze O(2) distribution in mouse intestinal organoids. Unlike the other indirect and end-point hypoxia stains, or point measurements with microelectrodes, this method provides high-resolution real-time visualization of O(2) in organoids. Multiplexing with conventional fluorescent live cell imaging probes such as the Hoechst 33342-based FLIM assay of cell proliferation, and immunofluorescence staining of endogenous proteins, allows analysis of key physiologic parameters under O(2) control in organoids. The protocol is useful for gastroenterology and physiology of intestinal tissue, hypoxia research, regenerative medicine, studying host-microbiota interactions and bioenergetics.","10.1007/978-3-319-67358-5_6",12827,"PubMed","k"
"Tadini G. and Boldrini M.P. and Brena M. and Pezzani L. and Marchesi L. and Rongioletti F.","Nevoid follicular mucinosis: a new type of hair follicle nevus","J. Cutan. Pathol","Follicular mucinosis represents a term for a histopathologic reaction pattern in follicular epithelium. It is a characteristic of alopecia mucinosa. However, it may also occur in a variety of unrelated conditions. Epidermal nevi are considered to be hamartomatous disorders and they can show a predominant component of non-organoid (keratinocytes) and/or organoid nevi. All the cases of epidermal nevi described with mucin deposits until now are reported as mucinous nevus or mucinous eccrine nevus; in the first type of disorder, diffuse mucin deposition is only seen in the papillary dermis, and in the second type, the mucin is found around the proliferation of eccrine structures. We believe this is the first reported case of epidermal nevus along Blaschko's lines exhibiting typical microscopic findings of mucinosis exclusively distributed inside the follicular epithelia. 2013 John Wiley & Sons A/S. Published by John Wiley & Sons Ltd.",NA,8023,"EMBASE","r"
"Tadini, G. and Boldrini, M.P. and Brena, M. and Pezzani, L. and Marchesi, L. and Rongioletti, F.","Nevoid follicular mucinosis: A new type of hair follicle nevus","Journal of Cutaneous Pathology","Follicular mucinosis represents a term for a histopathologic reaction pattern in follicular epithelium. It is a characteristic of alopecia mucinosa. However, it may also occur in a variety of unrelated conditions. Epidermal nevi are considered to be hamartomatous disorders and they can show a predominant component of non-organoid (keratinocytes) and/or organoid nevi. All the cases of epidermal nevi described with mucin deposits until now are reported as mucinous nevus or mucinous eccrine nevus; in the first type of disorder, diffuse mucin deposition is only seen in the papillary dermis, and in the second type, the mucin is found around the proliferation of eccrine structures. We believe this is the first reported case of epidermal nevus along Blaschko's lines exhibiting typical microscopic findings of mucinosis exclusively distributed inside the follicular epithelia.  2013 John Wiley & Sons A/S. Published by John Wiley & Sons Ltd.","10.1111/cup.12163",38173,"Scopus","k"
